state_co	state_id	year	year2	year3	ch_inc_r	ch_unemp	ch_1824	ch_2534	ch_rev10	ch_wel10	ch_vio	ch_pro	ch_black	ch_hisp	ch_metro	ch_pover	ch_relig	ch_gini	ch_pol10	ch_incom	ch_ideo	ch_drugs	ch_gover	ch_pregu	ch_volgu	ch_detse	ch_detpr	ch_detvo	ch_tisp	ch_tisvi	ch_2stk	ch_3stk	ch_dr1a	ch_dr1b	ch_dr2a	ch_dr2b	ch_cocen	ch_mands	lg_inc_r	lg_unemp	lg_1824	lg_2534	lg_rev10	lg_wel10	lg_vio	lg_pro	lg_black	lg_hisp	lg_metro	lg_pover	lg_relig	lg_gini	lg_pol10	lg_incom	lg_ideo	lg_drugs	lg_gover	lg_pregu	lg_volgu	lg_detse	lg_detpr	lg_detvo	lg_tisp	lg_tisvi	lg_2stk	lg_3stk	lg_dr1a	lg_dr1b	lg_dr2a	lg_dr2b	lg_cokee	lg_mands	d_1978	d_1981	d_1984	d_1987	d_1990	d_1993	d_1996	d_1999	d_2002	EST_RA
15	Hawaii	1978	78-75	1976	18.6000003814697	-.699999988079071	.730000019073486	1.12000000476837	51269	12460	16.7999992370605	457.700012207031	.300000011920929	0	.100000001490116	2.3199999332428	-.100000001490116	.0120000001043081	19.7070007324219	1305	-126.842323303223	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.4000015258789	8	14.5200004577637	16.2000007629395	358460	42697	208	5863.60009765625	1.29999995231628	3	80.9000015258789	7.71999979019165	2.59999990463257	.352999985218048	257.258087158203	18792	66.2840805053711	.0860000029206276	0	0	0	0	0	0	0	0	0	1	60	120	0	0	1	4	1	0	0	0	0	0	0	0	0	1
15	Hawaii	1981	81-78	1977	20	-2.40000009536743	-.529999971389771	1.33000004291534	-6542	-5270	74.6800003051758	861.5	.200000002980232	4.38700008392334	-2	-1.53999996185303	0	0	4.07119989395142	2163	-120.671478271484	2163	0	0	0	0	0	0	0	0	1	0	0	0	240	240	0	1	57	7.30000019073486	15.25	17.3199996948242	409729	55157	224.800003051758	6321.2998046875	1.60000002384186	3	81	10.039999961853	2.5	.365000009536743	276.965087890625	20097	60.5582389831543	.0860000029206276	0	0	0	0	0	0	0	0	0	1	60	120	0	0	1	4	0	1	0	0	0	0	0	0	0	1
15	Hawaii	1984	84-87	1978	50	1.60000002384186	-.699999988079071	.109999999403954	12796	-1276	-47.3800010681152	-1625.30004882813	.300000011920929	-1.13300001621246	-1	4.90000009536743	0	0	-7.16599988937378	-657	-131.272796630859	-657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	4.90000009536743	14.7200002670288	18.6499996185303	403187	49887	299.480010986328	7182.7998046875	1.79999995231628	7.38700008392334	79	8.5	2.5	.365000009536743	281.036285400391	22260	60.1132392883301	.0649999976158142	0	0	0	0	0	0	0	0	1	1	60	120	240	240	1	5	0	0	1	0	0	0	0	0	0	1
15	Hawaii	1987	87-84	1979	14	-1.70000004768372	-1.75999999046326	-.129999995231628	-9360	-6987	-6.90000009536743	-131.300003051758	.200000002980232	.418999999761581	-1	-2.70000004768372	.5	.0160000007599592	.941699981689453	1363	-119.721221923828	1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	127	6.5	14.0200004577637	18.7600002288818	415983	48611	252.100006103516	5557.5	2.09999990463257	6.25400018692017	78	13.3999996185303	2.5	.365000009536743	273.870300292969	21603	71.159553527832	.0939999967813492	0	0	0	0	0	0	0	0	1	1	60	120	240	240	1	5	0	0	0	1	0	0	0	0	0	1
15	Hawaii	1990	90-87	1980	9	-2.20000004768372	-.660000026226044	-.730000019073486	98742	10857	24.9400005340576	574.099975585938	.200000002980232	.533999979496002	-1	.600000023841858	0	0	25.7359008789063	3167	-117.934501647949	3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	141	4.80000019073486	12.2600002288818	18.6299991607666	406623	41624	245.199996948242	5426.2001953125	2.29999995231628	6.6729998588562	77	10.6999998092651	3	.381000012159348	274.81201171875	22966	48.5616683959961	.0869999974966049	0	0	0	0	0	0	0	0	1	1	60	120	240	240	1	4	0	0	0	0	1	0	0	0	0	1
15	Hawaii	1993	93-90	1981	48	2	-1.25	-.330000013113022	52071	12676	-11.6899995803833	-146.800003051758	.300000011920929	.34400001168251	-1	-.300000011920929	0	0	5.95690011978149	2103	-144.382019042969	2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	2.59999990463257	11.6000003814697	17.8999996185303	505365	52481	270.140014648438	6000.2998046875	2.5	7.20699977874756	76	11.3000001907349	3	.381000012159348	300.547912597656	26133	69.3728332519531	.0599999986588955	0	0	0	0	0	0	0	0	1	1	60	120	240	240	2	7	0	0	0	0	0	1	0	0	0	1
15	Hawaii	1996	96-90	1982	51	1.29999995231628	-.600000023841858	-2.49000000953674	22745	23138	37.1699981689453	1049.40002441406	.200000002980232	.136999994516373	-1	-.699999988079071	0	0	-29.25119972229	894	-157.62841796875	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	198	4.59999990463257	10.3500003814697	17.5699996948242	557436	65157	258.450012207031	5853.5	2.79999995231628	7.55100011825562	75	11	3	.381000012159348	306.504791259766	28236	75.0091934204102	.0540000014007091	0	0	0	0	0	0	0	0	1	1	60	120	240	240	2	7	0	0	0	0	0	0	1	0	0	1
15	Hawaii	1999	99-96	1983	71	.300000011920929	.25	-2.04999995231628	49521	-3243	-48.6800003051758	-1816.80004882813	-.100000001490116	.358000010251999	-1	.600000023841858	.100000001490116	.0199999995529652	19.7212009429932	-345	-161.574401855469	-345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	5.90000009536743	9.75	15.0799999237061	580181	88295	295.619995117188	6902.89990234375	3	7.68800020217896	74	10.3000001907349	3	.381000012159348	277.253601074219	29130	82.6192321777344	.0529999993741512	0	0	0	0	0	0	0	0	1	1	60	120	240	240	2	6	0	0	0	0	0	0	0	1	0	1
15	Hawaii	2002	02-99	1984	-12	-1.60000002384186	-.300000011920929	.490000009536743	-31905	-323	7.65999984741211	45.4000015258789	-.699999988079071	-.726000010967255	-.699999988079071	.5	0	0	-6.85430002212524	233	-149.406555175781	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	6.19999980926514	10	13.0299997329712	629702	85052	246.940002441406	5086.10009765625	2.90000009536743	8.04599952697754	73	10.8999996185303	3.09999990463257	.400999993085861	296.974792480469	28785	78.9551696777344	.0509999990463257	0	0	0	0	0	0	0	0	1	1	60	120	240	240	2	6	0	0	0	0	0	0	0	0	1	1
16	Idaho	1975	75-72	1975	21.3999996185303	-.400000005960464	.509999990463257	1.89999997615814	34788	6133	58.0999984741211	2010.90002441406	0	.319999992847443	.800000011920929	-1.92999994754791	0	0	25.988899230957	2652	-84.9899215698242	2652	0	0	0	0	0	0	0	1	0	1	36	999	0	0	4	0	49.5999984741211	5.5	12.1199998855591	11.8999996185303	177424	15614	125.300003051758	1888.30004882813	.300000011920929	2.5	15.8000001907349	12.4499998092651	6	.349999994039536	185.52099609375	13112	47.4464988708496	.0590000003576278	0	0	0	0	0	0	999	9	0	9	999	9999	999	999	99	99	0	0	0	0	0	0	0	0	0	1
16	Idaho	1978	78-75	1976	20	.800000011920929	.389999985694885	1.60000002384186	18890	488	53.4700012207031	-11.1999998092651	0	.330000013113022	.400000005960464	2.73000001907349	-.100000001490116	.00400000018998981	29.9396991729736	-110	-74.4703979492188	-110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	5.09999990463257	12.6300001144409	13.8000001907349	212212	21747	183.399993896484	3899.19995117187	.300000011920929	2.8199999332428	16.6000003814697	10.5200004577637	6	.349999994039536	211.509902954102	15764	37.5434188842773	.0590000003576278	0	0	0	0	0	0	0	1	0	1	36	999	0	0	4	0	1	0	0	0	0	0	0	0	0	1
16	Idaho	1981	81-78	1977	8	2	.00999999977648258	1.01999998092651	13497	2471	76.4899978637695	580.799987792969	0	.728999972343445	1	1.45000004768372	0	0	-10.444299697876	1770	-68.6456680297851	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	5.90000009536743	13.0200004577637	15.3999996185303	231102	22235	236.869995117188	3888	.300000011920929	3.15000009536743	17	13.25	5.90000009536743	.354000002145767	241.449600219727	15654	36.9269790649414	.0590000003576278	0	0	0	0	0	0	0	1	0	1	36	999	0	0	4	0	0	1	0	0	0	0	0	0	0	1
16	Idaho	1984	84-87	1978	25	1.89999997615814	-1.41999995708466	.689999997615814	31529	-3735	-74.629997253418	-841.700012207031	0	.432000011205673	1	2.59999990463257	0	0	-1.34940004348755	-294	-54.8091583251953	-294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	7.90000009536743	13.0299997329712	16.4200000762939	244599	24706	313.359985351563	4468.7998046875	.300000011920929	3.87899994850159	18	14.6999998092651	5.90000009536743	.354000002145767	231.005294799805	17424	31.7186908721924	.0390000008046627	0	0	0	0	0	0	0	1	0	1	36	999	0	0	4	0	0	0	1	0	0	0	0	0	0	1
16	Idaho	1987	87-84	1979	20	-1.10000002384186	-.5	.159999996423721	-20627	3369	-16.2000007629395	357.299987792969	0	.393999993801117	0	1.20000004768372	.100000001490116	.0320000015199184	16.2064990997314	346	-46.6550407409668	346	0	0	0	0	0	0	100	-1	0	0	0	0	0	0	0	0	124	9.80000019073486	11.6099996566772	17.1100006103516	276128	20971	238.729995727539	3627.10009765625	.300000011920929	4.31099987030029	19	17.2999992370605	5.90000009536743	.354000002145767	229.655899047852	17130	23.0904693603516	.0370000004768371	0	0	0	0	0	0	0	1	0	1	36	999	0	0	4	0	0	0	0	1	0	0	0	0	0	1
16	Idaho	1990	90-87	1980	46	-3.59999990463257	-.550000011920929	-.370000004768372	73876	6244	32.1100006103516	-308.100006103516	0	.432000011205673	10	-6.09999990463257	0	0	89.5501022338867	2518	-44.5469398498535	2518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	8.69999980926514	11.1099996566772	17.2700004577637	255501	24340	222.529998779297	3984.39990234375	.300000011920929	4.70499992370605	19	18.5	6	.386000007390976	245.862396240234	17476	23.5645694732666	.0399999991059303	0	0	0	0	0	0	100	0	0	1	36	999	0	0	4	0	0	0	0	0	1	0	0	0	0	1
16	Idaho	1993	93-90	1981	44	1.39999997615814	-.430000007152557	-2.73000001907349	-9299	10899	26.7999992370605	38.4000015258789	.100000001490116	.649999976158142	1	2.59999990463257	0	0	-56.6132011413574	960	-61.7069816589355	960	0	0	0	0	0	0	0	0	0	0	48	0	36	36	4	1	190	5.09999990463257	10.5600004196167	16.8999996185303	329377	30584	254.639999389648	3676.30004882813	.300000011920929	5.13700008392334	29	12.3999996185303	6	.386000007390976	335.412506103516	19994	20.9823703765869	.0410000011324883	0	0	0	0	0	0	100	0	0	1	36	999	0	0	4	0	0	0	0	0	0	1	0	0	0	1
16	Idaho	1996	96-90	1982	85	-1.10000002384186	.600000023841858	-1.37999999523163	64330	7608	40.5699996948242	364.700012207031	.100000001490116	.73199999332428	8	-.5	0	0	7.87309980392456	1275	-60.9357604980469	1275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	6.5	10.1300001144409	14.1700000762939	320078	41483	281.440002441406	3714.69995117187	.400000005960464	5.78700017929077	30	15	6	.386000007390976	278.799285888672	20954	40.724609375	.028999999165535	0	0	0	0	0	0	100	0	0	1	84	999	36	36	8	1	0	0	0	0	0	0	1	0	0	1
16	Idaho	1999	99-96	1983	66	-.400000005960464	.560000002384186	-.519999980926514	11313	4141	-39.8300018310547	-646.900024414063	.100000001490116	.681999981403351	0	-1.5	-1	.0120000001043081	-45.2426986694336	988	-50.8926086425781	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	5.40000009536743	10.7299995422363	12.789999961853	384408	49091	322.010009765625	4079.39990234375	.5	6.51900005340576	38	14.5	6	.386000007390976	286.672393798828	22229	20.2111492156982	.0529999993741512	1	0	0	0	0	0	100	0	0	1	84	999	36	36	8	1	0	0	0	0	0	0	0	1	0	1
16	Idaho	2002	02-99	1984	76	0	-.280000001192093	.790000021457672	54083	16716	-39.0800018310547	-542.200012207031	-.100000001490116	1.29900002479553	1.29999995231628	-1.5	0	0	299.286193847656	1434	-53.3198204040527	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	5	11.289999961853	12.2700004577637	395721	53232	282.179992675781	3432.5	.600000023841858	7.20100021362305	38	13	5	.398000001907349	241.429702758789	23217	30.6814594268799	.06700000166893	1	0	0	0	0	0	100	0	0	1	84	999	36	36	8	1	0	0	0	0	0	0	0	0	1	1
17	Illinois	1975	75-72	1975	19.5	-.200000002980232	.490000009536743	1.26999998092651	42782	10977	149.800003051758	2584.19995117187	.75	.280000001192093	1.10000002384186	.119999997317791	0	0	15.9034996032715	1881	-100.526123046875	1881	-1	0	0	0	0	0	100	0	0	0	120	240	12	12	4	0	50.4000015258789	4.69999980926514	12.3199996948242	13.3699998855591	167222	35226	477.299987792969	1972.90002441406	12.8000001907349	3.20000004768372	80.0999984741211	10.5100002288818	8	.342000007629395	285.548187255859	18365	50.8217887878418	.0549999997019768	1	0	0	0	0	0	999	9	9	9	999	9999	999	999	99	99	0	0	0	0	0	0	0	0	0	1
17	Illinois	1978	78-75	1976	26.1000003814697	1.70000004768372	.170000001788139	.680000007152557	22667	2293	3.49000000953674	-136	.550000011920929	.280000001192093	-.200000002980232	.159999996423721	-.200000002980232	.00999999977648258	.775200009346008	89	-99.5430297851562	89	1	0	0	1	0	0	-50	0	1	1	-60	-156	0	24	0	0	69.9000015258789	4.5	12.8100004196167	14.6400003433228	210004	46203	627.099975585938	4557.10009765625	13.5500001907349	3.48000001907349	81.1999969482422	10.6300001144409	8	.342000007629395	301.451690673828	20246	49.7043304443359	.0549999997019768	0	0	0	0	0	0	100	0	9	9	120	240	12	12	4	0	1	0	0	0	0	0	0	0	0	1
17	Illinois	1981	81-78	1977	17	2.09999990463257	.219999998807907	.910000026226044	-7751	-2303	177.449996948242	1040	.600000023841858	1.80299997329712	0	1.50999999046326	0	0	29.8248996734619	2134	-95.5365829467773	2134	0	0	0	0	0	0	0	0	0	0	-24	0	0	0	0	0	96	6.19999980926514	12.9799995422363	15.3199996948242	232671	48496	630.590026855469	4421.10009765625	14.1000003814697	3.75999999046326	81	10.789999961853	7.80000019073486	.351999998092651	302.226898193359	20335	49.8386993408203	.0549999997019768	1	0	0	1	0	0	50	0	1	1	60	84	12	36	4	0	0	1	0	0	0	0	0	0	0	1
17	Illinois	1984	84-87	1978	36	3.09999990463257	-.360000014305115	.980000019073486	114927	1379	-79.9400024414062	-647.799987792969	.100000001490116	.77700001001358	1	2.09999990463257	0	0	13.8283004760742	-532	-99.0652694702149	-532	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	113	8.30000019073486	13.1999998092651	16.2299995422363	224920	46193	808.039978027344	5461.10009765625	14.6999998092651	5.56300020217896	81	12.3000001907349	7.80000019073486	.351999998092651	332.051788330078	22469	45.6978797912598	.0469999983906746	1	0	0	1	0	0	50	0	1	1	36	84	12	36	4	0	0	0	1	0	0	0	0	0	0	1
17	Illinois	1987	87-84	1979	22	-3.29999995231628	-1.26999998092651	.790000021457672	-96957	4051	82.2200012207031	-67.3000030517578	0	.675000011920929	0	-1.10000002384186	-.100000001490116	.0549999997019768	-14.9962997436523	2241	-105.657493591309	2241	0	0	0	0	0	0	0	0	0	0	0	0	36	-42	2	0	149	11.3999996185303	12.8400001525879	17.2099990844727	339847	47572	728.099975585938	4813.2998046875	14.8000001907349	6.34000015258789	82	14.3999996185303	7.80000019073486	.351999998092651	345.880096435547	21937	53.3673896789551	.0509999990463257	1	0	0	1	0	0	50	0	1	1	36	84	12	48	4	0	0	0	0	1	0	0	0	0	0	1
17	Illinois	1990	90-87	1980	63	-2.09999990463257	-.800000011920929	.28999999165535	155233	226	35.5499992370606	47.2999992370606	.100000001490116	.712999999523163	2	-.600000023841858	0	0	47.0303001403808	2902	-105.83438873291	2902	0	0	0	0	0	0	-6	1	0	0	0	0	0	0	1	0	171	8.10000038146973	11.5699996948242	18	242890	51623	810.320007324219	4746	14.8000001907349	7.01499986648559	82	13.3000001907349	7.69999980926514	.407000005245209	330.8837890625	24178	52.2901000976563	.0659999996423722	1	0	0	1	0	0	50	0	1	1	36	84	48	6	6	0	0	0	0	0	1	0	0	0	0	1
17	Illinois	1993	93-90	1981	60	1.60000002384186	-.740000009536743	-1.5	-118357	15899	131.380004882812	-5.19999980926514	.200000002980232	.644999980926514	0	2.59999990463257	0	0	2.35290002822876	287	-110.979049682617	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	234	6	10.7700004577637	18.2900009155273	398123	51849	845.869995117188	4793.2998046875	14.8999996185303	7.72800016403198	84	12.6999998092651	7.69999980926514	.407000005245209	377.914093017578	27080	53.5442886352539	.0799999982118607	1	0	0	1	0	0	44	1	1	1	36	84	48	6	7	0	0	0	0	0	0	1	0	0	0	1
17	Illinois	1996	96-90	1982	33	-2.40000009536743	-.649999976158142	-1.17999994754791	46065	19696	18.8299999237061	-328.5	.100000001490116	.824000000953674	0	-2.90000009536743	0	0	-15.7700004577637	2100	-104.801498413086	2100	0	0	0	0	0	0	-4	0	0	0	0	0	0	0	0	0	294	7.59999990463257	10.0299997329712	16.7900009155273	279766	67748	977.25	4788.10009765625	15.1000003814697	8.3730001449585	84	15.3000001907349	7.69999980926514	.407000005245209	380.266998291016	27367	57.4347610473633	.0860000029206276	1	0	0	1	0	0	44	1	1	1	36	84	48	6	7	1	0	0	0	0	0	0	1	0	0	1
17	Illinois	1999	99-96	1983	41	-.699999988079071	-.0900000035762787	-1.22000002861023	37288	-6191	-188.350006103516	-408.799987792969	.100000001490116	.984000027179718	1	-2.29999995231628	-.600000023841858	.0179999992251396	1.27769994735718	2331	-101.726501464844	2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	327	5.19999980926514	9.38000011444092	15.6099996566772	325831	87444	996.080017089843	4459.60009765625	15.1999998092651	9.19699954986572	84	12.3999996185303	7.69999980926514	.407000005245209	364.497009277344	29467	47.3667411804199	.13400000333786	1	0	0	1	0	0	40	1	1	1	36	84	48	6	7	1	0	0	0	0	0	0	0	1	0	1
17	Illinois	2002	02-99	1984	-32	.899999976158142	.519999980926514	-.0399999991059303	44735	4477	-170.830001831055	-590	-.100000001490116	3.15899991989136	-.100000001490116	0	0	0	-339.221252441406	1490	-112.831016540527	1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	4.5	9.28999996185303	14.3900003433228	363119	81253	807.72998046875	4050.80004882813	15.3000001907349	10.1809997558594	85	10.1000003814697	7.09999990463257	.425000011920929	365.774688720703	31798	54.3597602844238	.206000000238419	1	0	0	1	0	0	40	1	1	1	36	84	48	6	8	1	0	0	0	0	0	0	0	0	1	1
18	Indiana	1975	75-72	1975	-9.19999980926514	-.400000005960464	.46000000834465	1.57000005245209	12953	2563	55.5	1974.59997558594	.300000011920929	.170000001788139	4.09999990463257	-1.48000001907349	0	0	29.5263004302979	1327	-92.5332489013672	1327	0	0	0	0	0	0	100	0	0	1	120	240	60	60	4	2	72.8000030517578	5.59999990463257	12.3599996566772	12.460000038147	132570	12154	237.800003051758	2069	6.90000009536743	1.20000004768372	61.9000015258789	9.39000034332275	9.5	.321999996900558	160.365493774414	15488	47.5069313049316	.0599999986588955	1	0	0	0	0	0	999	9	0	9	999	9999	999	999	99	99	0	0	0	0	0	0	0	0	0	1
18	Indiana	1978	78-75	1976	18.3999996185303	.5	.5	1.10000002384186	35075	4220	17.2600002288818	-81.3000030517578	.100000001490116	.170000001788139	2	1.63999998569489	.600000023841858	.0149999996647239	17.0832004547119	1303	-88.0232467651367	1303	0	0	0	1	0	0	-50	1	0	0	-72	0	-36	12	-3	-1	63.5999984741211	5.19999980926514	12.8199996948242	14.0299997329712	145523	14717	293.299987792969	4043.60009765625	7.19999980926514	1.37000000476837	66	7.90999984741211	9.5	.321999996900558	189.891799926758	16815	45.0263214111328	.0599999986588955	1	0	0	0	0	0	100	0	0	1	120	240	60	60	4	2	1	0	0	0	0	0	0	0	0	1
18	Indiana	1981	81-78	1977	56	3.90000009536743	.100000001490116	.790000021457672	12607	2661	67.2600021362305	590.200012207031	.300000011920929	.0450000017881393	2	2.25	0	0	2.07620000839233	921	-81.2434692382813	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	5.69999980926514	13.3199996948242	15.1300001144409	180598	18937	310.559997558594	3962.30004882813	7.30000019073486	1.53999996185303	68	9.55000019073486	10.1000003814697	.337000012397766	206.975006103516	18118	42.9969291687012	.0599999986588955	1	0	0	1	0	0	50	1	0	1	48	240	24	72	1	1	0	1	0	0	0	0	0	0	0	1
18	Indiana	1984	84-87	1978	27	1.5	-.370000004768372	1	78270	4580	-94.0599975585938	-706.5	0	.0529999993741512	-2	4.30000019073486	0	0	7.80719995498657	-606	-84.5599822998047	-606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	138	9.60000038146973	13.4200000762939	15.9200000762939	193205	21598	377.820007324219	4552.5	7.59999990463257	1.58500003814697	70	11.8000001907349	10.1000003814697	.337000012397766	209.051193237305	19039	38.2465400695801	.0520000010728836	1	0	0	1	0	0	50	1	0	1	48	240	24	72	1	1	0	0	1	0	0	0	0	0	0	1
18	Indiana	1987	87-84	1979	27	-4.40000009536743	-1.21000003814697	.769999980926514	-41897	10109	23.9599990844727	-298.899993896484	0	.0489999987185001	0	-3.40000009536743	-.600000023841858	.0350000001490116	1.4407000541687	2174	-88.9204711914062	2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	165	11.1000003814697	13.0500001907349	16.9200000762939	271475	26178	283.760009765625	3846	7.59999990463257	1.63800001144409	68	16.1000003814697	10.1000003814697	.337000012397766	216.8583984375	18433	46.3134384155274	.0549999997019768	1	0	0	1	0	0	50	1	0	1	48	240	24	72	1	4	0	0	0	1	0	0	0	0	0	1
18	Indiana	1990	90-87	1980	31	-2	-.779999971389771	.0700000002980232	123982	10298	98.7699966430664	486.399993896484	.200000002980232	.0729999989271164	4	1	0	0	43.1057014465332	1976	-89.8774185180664	1976	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	6.69999980926514	11.8400001525879	17.6900005340576	229578	36287	307.720001220703	3547.10009765625	7.59999990463257	1.68700003623962	68	12.6999998092651	9.5	.372000008821487	218.299102783203	20607	42.6070289611816	.0379999987781048	1	0	0	1	0	0	50	1	0	1	48	240	24	72	4	4	0	0	0	0	1	0	0	0	0	1
18	Indiana	1993	93-90	1981	27	1.89999997615814	-.259999990463257	-1.89999997615814	-62482	11672	102.01000213623	145	.200000002980232	.112000003457069	0	-2	0	0	.201700001955032	551	-97.1566467285156	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	4.69999980926514	11.0600004196167	17.7600002288818	353560	46585	406.489990234375	4033.5	7.80000019073486	1.75999999046326	72	13.6999998092651	9.5	.372000008821487	261.40478515625	22583	47.2703895568848	.0419999994337559	0	0	0	1	0	0	50	1	0	1	48	240	24	72	4	4	0	0	0	0	0	1	0	0	0	1
18	Indiana	1996	96-90	1982	36	-1.89999997615814	-.75	-.720000028610229	38950	6231	16.25	-71.6999969482422	.200000002980232	.237000003457069	0	-2.09999990463257	0	0	-13.9221000671387	1986	-84.8466720581055	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	250	6.59999990463257	10.8000001907349	15.8599996566772	291078	58257	508.5	4178.5	8	1.87199997901917	72	11.6999998092651	9.5	.372000008821487	261.606506347656	23134	49.8862609863281	.0379999987781048	0	0	0	1	0	0	50	1	0	1	48	240	24	72	4	4	0	0	0	0	0	0	1	0	0	1
18	Indiana	1999	99-96	1983	38	-1.60000002384186	-.370000004768372	-.939999997615814	3664	-3009	-93.7799987792969	-368.399993896484	.100000001490116	.354999989271164	0	-.200000002980232	-.300000011920929	.0140000004321337	2.58640003204346	1553	-76.9179000854492	1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	286	4.69999980926514	10.0500001907349	15.1400003433228	330028	64488	524.75	4106.7998046875	8.19999980926514	2.10899996757507	72	9.60000038146973	9.5	.372000008821487	247.68440246582	25120	34.9604110717773	.061999998986721	0	0	0	1	0	0	50	1	0	1	48	240	24	72	10	4	0	0	0	0	0	0	0	1	0	1
18	Indiana	2002	02-99	1984	24	1.29999995231628	.560000002384186	-.899999976158142	17506	10248	-59.1699981689453	-278.799987792969	.200000002980232	1.37600004673004	.200000002980232	-.899999976158142	0	0	465.624603271484	1307	-88.0977401733398	1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	3.09999990463257	9.68000030517578	14.1999998092651	333692	61479	430.970001220703	3738.39990234375	8.30000019073486	2.46399998664856	72	9.39999961853027	9.19999980926514	.386000007390976	250.270797729492	26673	41.9574890136719	.0820000022649765	0	0	0	1	0	0	50	1	0	1	48	240	24	72	10	5	0	0	0	0	0	0	0	0	1	1
19	Iowa	1975	75-72	1975	16.2999992370605	-1.89999997615814	.529999971389771	1.73000001907349	23528	-224	22.1000003814697	1914.80004882813	.150000005960464	.05799999833107	1.29999995231628	-3.33999991416931	0	0	8.3056001663208	2027	-98.2939910888672	2027	0	0	0	0	0	0	0	0	0	1	12	60	0	0	2	0	45.5	4.09999990463257	11.789999961853	11.3100004196167	166876	17936	98.9000015258789	1377.80004882813	1.20000004768372	.600000023841858	35.5999984741211	11.1899995803833	8.30000019073486	.347000002861023	161.220199584961	14912	45.5652618408203	.0540000014007091	1	0	0	0	0	0	999	9	0	9	999	9999	999	999	99	99	0	0	0	0	0	0	0	0	0	1
19	Iowa	1978	78-75	1976	8.19999980926514	1.79999995231628	.479999989271164	1.58000004291534	31625	11934	22.9699993133545	424.899993896484	-.0500000007450581	.05799999833107	.100000001490116	1.96000003814697	.5	-.00300000002607703	24.5030002593994	1066	-107.406921386719	1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	61.7999992370606	2.20000004768372	12.3199996948242	13.039999961853	190404	17712	121	3292.60009765625	1.35000002384186	.657999992370605	36.9000015258789	7.84999990463257	8.30000019073486	.347000002861023	169.525802612305	16939	52.7287292480469	.0540000014007091	1	0	0	0	0	0	0	0	0	1	12	60	0	0	2	0	1	0	0	0	0	0	0	0	0	1
19	Iowa	1981	81-78	1977	18	1.79999995231628	.519999980926514	.790000021457672	18258	6656	56.3899993896484	828.900024414063	.100000001490116	.159999996423721	3	.990000009536743	0	0	-1.37269997596741	1305	-102.667510986328	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	70	4	12.8000001907349	14.6199998855591	222029	29646	143.970001220703	3717.5	1.29999995231628	.716000020503998	37	9.8100004196167	8.80000019073486	.34400001168251	194.028793334961	18005	54.6781883239746	.0540000014007091	1	0	0	0	0	0	0	0	0	1	12	60	0	0	2	9	0	1	0	0	0	0	0	0	0	1
19	Iowa	1984	84-87	1978	9	2.29999995231628	-.850000023841858	1.37999999523163	98241	910	-19.2199993133545	-808.5	.100000001490116	.0939999967813492	2	5.90000009536743	0	0	3.61849999427795	-694	-96.9219512939453	-694	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	88	5.80000019073486	13.3199996948242	15.4099998474121	240287	36302	200.360000610352	4546.39990234375	1.39999997615814	.875999987125397	40	10.8000001907349	8.80000019073486	.34400001168251	192.656097412109	19310	47.9893188476563	.0450000017881393	1	0	0	0	0	0	0	0	0	1	12	60	0	0	2	8	0	0	1	0	0	0	0	0	0	1
