state_co	state_id	year	year2	year3	ch_inc_r	ch_unemp	ch_1824	ch_2534	ch_rev10	ch_wel10	ch_vio	ch_pro	ch_black	ch_hisp	ch_metro	ch_pover	ch_relig	ch_gini	ch_pol10	ch_incom	ch_ideo	ch_drugs	ch_gover	ch_pregu	ch_volgu	ch_detse	ch_detpr	ch_detvo	ch_tisp	ch_tisvi	ch_2stk	ch_3stk	ch_dr1a	ch_dr1b	ch_dr2a	ch_dr2b	ch_cocen	ch_mands	lg_inc_r	lg_unemp	lg_1824	lg_2534	lg_rev10	lg_wel10	lg_vio	lg_pro	lg_black	lg_hisp	lg_metro	lg_pover	lg_relig	lg_gini	lg_pol10	lg_incom	lg_ideo	lg_drugs	lg_gover	lg_pregu	lg_volgu	lg_detse	lg_detpr	lg_detvo	lg_tisp	lg_tisvi	lg_2stk	lg_3stk	lg_dr1a	lg_dr1b	lg_dr2a	lg_dr2b	lg_cokee	lg_mands	d_1978	d_1981	d_1984	d_1987	d_1990	d_1993	d_1996	d_1999	d_2002	EST_RA
2	Alaska	1981	81-78	1977	43	.300000011920929	-.949999988079071	3.03999996185303	144049	22382	-7.23999977111816	-245.100006103516	.100000001490116	.86599999666214	-1	-1.00999999046326	0	0	-17.9015007019043	577	-86.5388793945313	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	9.39999961853027	15.8800001144409	19.6000003814697	825301	37019	443.239990234375	5454.7998046875	3.29999995231628	1.5	44	10.6099996566772	7.30000019073486	.368999987840652	340.151489257813	27712	44.3186187744141	.0399999991059303	1	0	0	0	0	0	33	0	0	0	120	120	24	24	4	4	0	1	0	0	0	0	0	0	0	1
2	Alaska	1984	84-87	1978	83	.600000023841858	-.589999973773956	-1.12000000476837	1567452	1302	177.779998779297	195.100006103516	.300000011920929	.163000002503395	1	2.79999995231628	0	0	-13.2335996627808	2564	-81.1173477172852	2564	-1	0	0	0	0	0	0	0	0	0	-60	0	-24	-24	3	15	170	9.69999980926514	14.9300003051758	22.6399993896484	969350	59401	436	5209.7001953125	3.40000009536743	2.36599993705749	43	9.60000038146973	7.30000019073486	.368999987840652	322.25	28289	42.2202606201172	.0359999984502793	1	0	0	0	0	0	33	0	0	0	120	120	24	24	4	4	0	0	1	0	0	0	0	0	0	1
2	Alaska	1987	87-84	1979	86	.5	-2.21000003814697	-1.48000001907349	-765958	18407	-43.3699989318848	270.700012207031	.200000002980232	.293999999761581	0	-1	.5	.0179999992251396	-34.3839988708496	-1892	-83.0924682617187	-1892	0	0	0	0	0	0	-8	1	0	0	0	0	0	0	0	0	253	10.3000001907349	14.3400001525879	21.5200004577637	2536802	60703	613.780029296875	5404.7998046875	3.70000004768372	2.52900004386902	44	12.3999996185303	7.30000019073486	.368999987840652	309.016387939453	30853	38.8970909118652	.0379999987781048	0	0	0	0	0	0	33	0	0	0	60	120	0	0	7	19	0	0	0	1	0	0	0	0	0	1
2	Alaska	1990	90-87	1980	9	-4.09999990463257	-.800000011920929	-1.75999999046326	-79083	10591	-72.6900024414062	-1393.30004882813	.200000002980232	.324000000953674	-3	-.899999976158142	0	0	49.3163986206054	-130	-84.1239471435547	-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	339	10.8000001907349	12.1300001144409	20.0400009155273	1770844	79110	570.409973144531	5675.5	3.90000009536743	2.82299995422363	44	11.3999996185303	7.80000019073486	.386999994516373	274.632385253906	28961	44.1953811645508	.0309999994933605	0	0	0	0	0	0	25	1	0	0	60	120	0	0	7	19	0	0	0	0	1	0	0	0	0	1
2	Alaska	1993	93-90	1981	98	2.5	-1.62000000476837	.629999995231628	-256867	19020	162.759994506836	626.799987792969	.100000001490116	.178000003099442	1	-.5	0	0	-24.630199432373	-869	-86.5110778808594	-869	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	6.69999980926514	11.3299999237061	18.2800006866455	1691761	89701	497.720001220703	4282.2001953125	4.09999990463257	3.1470000743866	41	10.5	7.80000019073486	.386999994516373	323.948791503906	28831	39.9285697937012	.0240000002086163	0	0	0	0	0	0	25	1	0	0	60	120	0	0	7	26	0	0	0	0	0	1	0	0	0	1
2	Alaska	1996	96-90	1982	-63	-1.89999997615814	.610000014305115	-3.76999998092651	-206086	16082	110.379997253418	73.9000015258789	-.300000011920929	.238999992609024	-1	-2.90000009536743	0	0	-5.94110012054443	140	-68.9203720092773	140	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	9.19999980926514	9.71000003814697	18.9099998474121	1434894	108721	660.47998046875	4909	4.19999980926514	3.32500004768372	42	10	7.80000019073486	.386999994516373	299.318603515625	27962	46.5825119018555	.0240000002086163	1	0	0	0	0	0	25	1	0	0	60	120	0	0	7	26	0	0	0	0	0	0	1	0	0	1
2	Alaska	1999	99-96	1983	-9	-1.5	.899999976158142	-2.77999997138977	502944	11116	-116.949996948242	-859.799987792969	0	.293999999761581	1	2.29999995231628	-1	-.00999999977648258	-7.68639993667603	174	-53.443588256836	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	383	7.30000019073486	10.3199996948242	15.1400003433228	1228808	124803	770.859985351563	4982.89990234375	3.90000009536743	3.56399989128113	41	7.09999990463257	7.80000019073486	.386999994516373	293.377502441406	28102	22.3378601074219	.0419999994337559	0	0	0	0	0	0	25	1	0	0	60	120	0	0	7	26	0	0	0	0	0	0	0	1	0	1
2	Alaska	2002	02-99	1984	22	.5	-1.49000000953674	.219999998807907	-302672	25515	-65.6100006103516	-475.200012207031	-.100000001490116	.532000005245209	-.5	-.899999976158142	0	0	-32.8960990905762	3225	-51.6888313293457	3225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	374	5.80000019073486	11.2200002670288	12.3599996566772	1731752	135919	653.909973144531	4123.10009765625	3.90000009536743	3.85800004005432	42	9.39999961853027	6.80000019073486	.377000004053116	285.691101074219	28276	31.1057300567627	.0549999997019768	0	0	0	0	0	0	25	1	0	0	60	120	0	0	7	28	0	0	0	0	0	0	0	0	1	1
4	Arizona	1975	75-72	1975	41.0999984741211	2.29999995231628	.310000002384186	1.60000002384186	864	-1223	166.100006103516	4545.7001953125	-.150000005960464	-.00999999977648258	-.5	.209999993443489	0	0	33.4198989868164	889	-83.9470825195313	889	-1	0	0	0	0	0	33	0	1	1	120	999	24	60	4	3	76.9000015258789	4.5	12.539999961853	12.4399995803833	198157	12577	400.600006103516	3109.19995117187	3	14.8999996185303	74.5	13.9200000762939	7.59999990463257	.363000005483627	240.084396362305	15050	42.2223281860352	.0750000029802322	1	0	0	0	0	0	999	9	0	0	999	9999	999	999	99	0	0	0	0	0	0	0	0	0	0	1
4	Arizona	1978	78-75	1976	28	1.39999997615814	.469999998807907	1.25999999046326	22286	726	-72.4899978637695	-401.899993896484	-.0500000007450581	-.00999999977648258	1	.330000013113022	-.899999976158142	.0020000000949949	15.8653001785278	1100	-71.5350570678711	1100	0	0	0	1	0	0	17	0	0	0	-60	-831	0	3	-2	3	118	6.80000019073486	12.8500003814697	14.039999961853	199021	11354	566.700012207031	7654.89990234375	2.84999990463257	14.8900003433228	74	14.1300001144409	7.59999990463257	.363000005483627	273.504302978516	15939	41.7247505187988	.0750000029802322	0	0	0	0	0	0	33	0	1	1	120	999	24	60	4	3	1	0	0	0	0	0	0	0	0	1
4	Arizona	1981	81-78	1977	38	-1.5	.259999990463257	1.03999996185303	23521	-678	156.639999389648	266.899993896484	0	1.33299994468689	0	-1.6599999666214	0	0	25.8621997833252	2118	-55.3572883605957	2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	8.19999980926514	13.3199996948242	15.3000001907349	221307	12080	494.209991455078	7253	2.79999995231628	14.8800001144409	75	14.460000038147	6.69999980926514	.365000009536743	289.369598388672	17039	29.8103103637695	.0750000029802322	0	0	0	1	0	0	50	0	1	1	60	168	24	63	2	6	0	1	0	0	0	0	0	0	0	1
4	Arizona	1984	84-87	1978	63	2.40000009536743	-1.08000004291534	.800000011920929	63794	3991	-156.690002441406	-1622.5	.100000001490116	.662999987602234	1	3.70000004768372	0	0	-11.4467000961304	-255	-64.1853332519531	-255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	184	6.69999980926514	13.5799999237061	16.3400001525879	244828	11402	650.849975585938	7519.89990234375	2.79999995231628	16.2129993438721	75	12.8000001907349	6.69999980926514	.365000009536743	315.231811523438	19157	25.5469799041748	.0590000003576278	0	0	0	1	0	0	50	0	1	1	60	168	24	63	2	6	0	0	1	0	0	0	0	0	0	1
4	Arizona	1987	87-84	1979	60	-2.20000004768372	-1.07000005245209	.730000019073486	-39695	13473	164.119995117188	765.700012207031	.100000001490116	.720000028610229	-1	-2.20000004768372	.200000002980232	.0480000004172325	-9.42539978027344	2458	-73.882438659668	2458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	247	9.10000038146973	12.5	17.1399993896484	308622	15393	494.160003662109	5897.39990234375	2.90000009536743	16.8759994506836	76	16.5	6.69999980926514	.365000009536743	303.785095214844	18902	38.6383514404297	.06700000166893	0	0	0	1	0	0	50	0	1	1	60	168	24	63	2	11	0	0	0	1	0	0	0	0	0	1
4	Arizona	1990	90-87	1980	68	-1.70000004768372	-1.12999999523163	-.949999988079071	126727	10781	-58.7299995422363	797.099975585938	.100000001490116	.952000021934509	10	-.200000002980232	0	0	57.6833992004395	161	-72.4700622558594	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	307	6.90000009536743	11.4300003051758	17.8700008392334	268927	28866	658.280029296875	6663.10009765625	3	17.5960006713867	75	14.3000001907349	6.90000009536743	.412999987602234	294.359710693359	21360	35.2440910339355	.0649999976158142	0	0	0	1	0	0	50	0	1	1	60	168	24	63	7	21	0	0	0	0	1	0	0	0	0	1
4	Arizona	1993	93-90	1981	55	2.40000009536743	-.370000004768372	-.519999980926514	-86225	19711	71.2699966430664	-1102.40002441406	.200000002980232	1.20799994468689	0	1	0	0	-8.73149967193604	424	-80.4361419677735	424	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	375	5.19999980926514	10.3000001907349	16.9200000762939	395654	39647	599.549987792969	7460.2001953125	3.09999990463257	18.5480003356934	85	14.1000003814697	6.90000009536743	.412999987602234	352.043090820313	21521	37.2259712219238	.0640000030398369	0	0	0	1	0	0	50	0	1	1	60	168	24	63	7	22	0	0	0	0	0	1	0	0	0	1
4	Arizona	1996	96-90	1982	49	-2.5	-.709999978542328	-1.5900000333786	36692	9237	42.6699981689453	1142.30004882813	.100000001490116	1.09800004959107	3	1	0	0	-41.0119018554687	1593	-83.4664764404297	1593	0	0	0	0	0	0	35	0	0	0	-24	-48	-6	-15	2	2	430	7.59999990463257	9.93000030517578	16.3999996185303	309429	59358	670.820007324219	6357.7998046875	3.29999995231628	19.7560005187988	85	15.1000003814697	6.90000009536743	.412999987602234	343.311614990234	21945	43.2101707458496	.0649999976158142	1	0	0	1	0	0	50	0	1	1	60	168	24	63	7	21	0	0	0	0	0	0	1	0	0	1
4	Arizona	1999	99-96	1983	16	-1	.400000005960464	-.930000007152557	-10042	-6027	-135.550003051758	-1503.09997558594	.200000002980232	1.36000001430511	0	.5	-2.09999990463257	.0160000007599592	-19.8281002044678	1858	-83.7890167236328	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	479	5.09999990463257	9.22000026702881	14.8100004196167	346121	68595	713.489990234375	7500.10009765625	3.40000009536743	20.8540000915527	88	16.1000003814697	6.90000009536743	.412999987602234	302.299713134766	23538	40.2563095092773	.0799999982118607	1	0	0	1	0	0	85	0	1	1	36	120	18	48	9	23	0	0	0	0	0	0	0	1	0	1
