"","state_na","year","val_type","inc_rate","cri_l1","admissio","adm_100k","ncourtc","court_10","drug_arr","pro_drug","vio_l1","pro_crim"
"35","Arizona",1996,"predicted_post-1994",371.295738357481,8212.38341692289,14598.1162950743,238.583416460135,4300.19621711894,184.449605427841,508.33264329688,0.0709930584525429,755.1119723984,7484.32663926179
"36","Arizona",1999,"actual_post-1994",495,6574.9599609375,9021,NA,NA,NA,671.408081054688,0.0960000008344651,577.940002441406,5997
"37","Arizona",1999,"predicted_post-1994",397.456740550898,6597.5880210026,15558.236807523,NA,NA,NA,568.227750076808,0.078532755021801,638.691958285924,5968.51700115395
"38","Arizona",2002,"actual_post-1994",513,6077.39990234375,11468,NA,NA,NA,584.409790039063,0.103000000119209,540.299987792969,5537.1
"39","Arizona",2002,"predicted_post-1994",405.532264208628,6088.61181976684,19545.2325614164,NA,NA,NA,579.531284289421,0.0742993839024881,634.81116726702,5516.6850566698
"40","Arkansas",1975,"actual_pre-1994",102,3300.69995117187,2088,99.3812484741211,1692,80.5330810546875,NA,0.0520000010728836,316.200012207031,2984.4
"41","Arkansas",1978,"actual_pre-1994",115,3341.09008789063,1975,89.4879913330078,1375,62.3017654418945,289.806610107422,0.0520000010728836,322.950012207031,3018.1
"42","Arkansas",1981,"actual_pre-1994",143,3811.06005859375,2452,107.308532714844,1746,76.411376953125,260.613494873047,0.0480000004172325,335.200012207031,3475.9
"43","Arkansas",1984,"actual_pre-1994",190,3500.56005859375,2204,94.7957000732422,1642,70.6236572265625,222.621597290039,0.0450000017881393,297.679992675781,3202.9
"44","Arkansas",1987,"actual_pre-1994",227,3924.69995117187,3168,133.614501953125,2360,99.5360641479492,228.387893676758,0.0469999983906746,394.809997558594,3529.9
"45","Arkansas",1990,"actual_pre-1994",277,4555.68994140625,4273,182.13981628418,3302,140.750213623047,287.100891113281,0.0439999997615814,473.690002441406,4082
"46","Arkansas",1993,"actual_pre-1994",327,4761.68994140625,3836,160.167007446289,2737,114.279747009277,301.864288330078,0.0419999994337559,576.530029296875,4185.2
"47","Arkansas",1996,"actual_post-1994",357,4690.85986328125,5215,209.943634033203,3234,130.193237304688,452.402099609375,0.0560000017285347,553.179992675781,4137.7
"48","Arkansas",1996,"predicted_post-1994",358.205911058382,4708.1925302229,4331.7794607935,209.310755836208,2724.83296475976,147.504288248556,406.834833953773,0.0439570797403366,564.094255723408,4115.81629490686
"49","Arkansas",1999,"actual_post-1994",443,4283.41015625,6045,NA,NA,NA,583.943420410156,0.0649999976158142,490.230010986328,3793.2
"50","Arkansas",1999,"predicted_post-1994",378.957042451791,4299.28105997278,5658.40408885262,NA,NA,NA,455.968162960493,0.0512129388198979,541.763213217518,3771.59527924723
"51","Arkansas",2002,"actual_post-1994",479,4134.2001953125,7080,NA,NA,NA,534.192321777344,0.0649999976158142,452.799987792969,3681.4
"52","Arkansas",2002,"predicted_post-1994",399.75832242855,4148.34994263457,6817.10535830959,NA,NA,NA,447.847631165131,0.0501687417519912,541.666306289002,3657.12122619802
"53","California",1975,"actual_pre-1994",81,6846.7998046875,11922,57.3035316467285,5765,27.7096843719482,NA,0.090999998152256,610.599975585938,6236.2
"54","California",1978,"actual_pre-1994",88,7008.68017578125,12419,55.5659942626953,9325,41.7225952148438,541.594909667969,0.090999998152256,705.97998046875,6302.7
"55","California",1981,"actual_pre-1994",114,7833.06982421875,18024,76.053840637207,13932,58.7872924804687,433.653411865234,0.068000003695488,893.609985351563,6939.5
"56","California",1984,"actual_pre-1994",162,6677.43994140625,29681,127.358932495117,17552,75.3143081665039,542.234191894531,0.0820000022649765,772.590026855469,5904.9
"57","California",1987,"actual_pre-1994",231,6762.7900390625,59698,221.292205810547,27345,101.364128112793,679.79052734375,0.114000000059605,920.539978027343,5842.3
"58","California",1990,"actual_pre-1994",311,6763.419921875,95762,339.364929199219,39495,139.963851928711,1062.77600097656,0.138999998569488,977.659973144531,5785.8
"59","California",1993,"actual_pre-1994",368,6679.5,99189,320.906524658203,43149,139.600112915039,742.944396972656,0.13400000333786,1119.71997070312,5559.8
"60","California",1996,"actual_post-1994",446,5831.08984375,123876,392.149169921875,46465,147.092346191406,832.322570800781,0.163000002503395,966.010009765626,4865.1
"61","California",1996,"predicted_post-1994",382.352214808946,5863.51298725285,105794.116081203,484.054375688451,52217.4855737149,120.188672688762,949.479028414805,0.132949938308133,1004.21833847519,4837.57255263937
"62","California",1999,"actual_post-1994",481,4342.83984375,130976,NA,NA,NA,810.353088378906,0.170000001788139,703.719970703125,3639.1
"63","California",1999,"predicted_post-1994",365.565885778683,4390.59401514031,106008.419025644,NA,NA,NA,892.146367316402,0.129391056899239,849.82704321805,3599.13758212025
"64","California",2002,"actual_post-1994",452,3902.89990234375,124179,NA,NA,NA,721.7470703125,0.177000001072884,617,3286
"65","California",2002,"predicted_post-1994",371.521286439503,3985.0369314361,118333.202956007,NA,NA,NA,889.139378265106,0.133167780646953,822.439762727815,3208.14450857718
"66","Colorado",1975,"actual_pre-1994",80,6165.7998046875,1744,68.6343994140625,1394,54.8602905273438,NA,0.0390000008046627,429.799987792969,5736
"67","Colorado",1978,"actual_pre-1994",93,6827.490234375,1522,56.4540061950684,1151,42.6928787231445,223.066696166992,0.0390000008046627,511.910003662109,6315.6
"68","Colorado",1981,"actual_pre-1994",92,7333.47021484375,1860,64.35986328125,1458,50.4498252868652,219.75959777832,0.0309999994933605,528.590026855469,6804.9
"69","Colorado",1984,"actual_pre-1994",101,6627.10986328125,2343,74.428207397461,1873,59.4980926513672,216.619598388672,0.0350000001490116,476.429992675781,6150.7
"70","Colorado",1987,"actual_pre-1994",145,7031.85986328125,3355,102.756507873535,2382,72.9555892944336,224.080703735352,0.0309999994933605,523.570007324219,6508.3
"71","Colorado",1990,"actual_pre-1994",209,6039.43017578125,3439,104.975578308105,2373,72.4358978271485,278.450592041016,0.0359999984502793,471.390014648438,5568
"72","Colorado",1993,"actual_pre-1994",262,5958.7900390625,4510,130.233901977539,3131,90.4129333496094,262.157287597656,0.0359999984502793,578.849975585938,5379.9
"73","Colorado",1996,"actual_post-1994",322,5396.2900390625,6098,162.743530273437,4346,115.986122131348,423.236389160156,0.061999998986721,440.190002441406,4956.1
"74","Colorado",1996,"predicted_post-1994",253.395815840494,5420.1007633792,7187.54048367128,183.619583920139,4642.87432514854,104.616682579852,420.472977586695,0.0341675670030037,501.006600969234,4927.80945298659
"75","Colorado",1999,"actual_post-1994",383,4487.4599609375,6702,NA,NA,NA,443.141693115234,0.068000003695488,377.940002441406,4109.5
"76","Colorado",1999,"predicted_post-1994",307.199453741208,4522.42776586884,8374.87231015438,NA,NA,NA,545.600003762392,0.0472210172143013,480.090356514635,4073.96986576554
"77","Colorado",2002,"actual_post-1994",415,4218.89990234375,7953,NA,NA,NA,481.247802734375,0.0719999969005585,350.700012207031,3868.2
"78","Colorado",2002,"predicted_post-1994",312.231493197158,4255.5127016837,12079.6275895985,NA,NA,NA,453.965623903917,0.0451597654168783,463.336830764957,3827.25630837443
"79","Connecticu",1975,"actual_pre-1994",59,4407,1921,62.4918670654297,1492,48.5361099243164,NA,0.0509999990463257,228.100006103516,4178.8
"80","Connecticu",1978,"actual_pre-1994",70,4842.1201171875,2103,68.0802841186523,1600,51.7966995239258,167.262405395508,0.0509999990463257,282.299987792969,4559.8
"81","Connecticu",1981,"actual_pre-1994",95,5881.669921875,2671,85.967170715332,1464,47.1194076538086,179.239105224609,0.0450000017881393,412.510009765625,5469.2
"82","Connecticu",1984,"actual_pre-1994",119,4977.81982421875,2781,88.4823379516602,2125,67.6105651855469,268.683288574219,0.0640000030398369,374.980010986328,4602.8
"83","Connecticu",1987,"actual_pre-1994",144,4828.759765625,3183,99.6556015014649,2749,86.067626953125,397.735900878906,0.0689999982714653,425.779998779297,4403
"84","Connecticu",1990,"actual_pre-1994",238,5269.990234375,12107,368.778564453125,6458,196.710327148437,639.621887207031,0.0920000001788139,511.760009765625,4758.2
"85","Connecticu",1993,"actual_pre-1994",320,5052.93994140625,7538,229.887161254883,3007,91.7047882080078,583.880920410156,0.0860000029206276,495.339996337891,4557.6
"86","Connecticu",1996,"actual_post-1994",314,4503.240234375,1227,37.465648651123,404,12.3358774185181,776.118774414063,0.112999998033047,405.890014648438,4097.3
"87","Connecticu",1996,"predicted_post-1994",281.586029994725,4509.41315866877,7598.18642431147,205.736789388998,-1222.20982864956,30.7076835507239,721.143727745581,0.0758506449850086,470.387161315918,4082.43451172088
"88","Connecticu",1999,"actual_post-1994",397,3786.53002929688,6306,NA,NA,NA,728.903015136719,0.116999998688698,366.309997558594,3420.2
"89","Connecticu",1999,"predicted_post-1994",287.965352714704,3782.10241303048,9055.13372364388,NA,NA,NA,822.523081575659,0.0933072263586214,481.020654547098,3415.91658025975
"90","Connecticu",2002,"actual_post-1994",405,3117.89990234375,7169,NA,NA,NA,567.094482421875,0.119000002741814,335.5,2782.4
"91","Connecticu",2002,"predicted_post-1994",317.964811406596,3111.4503967296,10156.0994796983,NA,NA,NA,815.529736883031,0.0883567064917777,458.829580423773,2783.58566834341
"92","Delaware",1975,"actual_pre-1994",100,5949.60009765625,444,76.4199676513672,354,60.9294319152832,NA,0.0370000004768371,443.100006103516,5506.5
"93","Delaware",1978,"actual_pre-1994",173,6210.14013671875,693,116.470588684082,333,55.9663848876953,227.528503417969,0.0370000004768371,382.130004882813,5828
"94","Delaware",1981,"actual_pre-1994",208,6776.6298828125,735,123.322151184082,563,94.4630889892578,96.8063735961914,0.0399999991059303,474.799987792969,6301.8
"95","Delaware",1984,"actual_pre-1994",251,5466.009765625,671,110,466,76.393440246582,200.399795532227,0.0480000004172325,453.140014648438,5012.9
"96","Delaware",1987,"actual_pre-1994",326,4831.60009765625,1034,165.175720214844,737,117.731628417969,189.449005126953,0.0410000011324883,427.010009765625,4404.6
"97","Delaware",1990,"actual_pre-1994",323,4865.22998046875,1074,162.727279663086,835,126.515151977539,329.271911621094,0.0529999993741512,556.460021972656,4308.8
"98","Delaware",1993,"actual_pre-1994",394,4848.47998046875,1327,192.31884765625,975,141.304351806641,141.287796020508,0.0540000014007091,621.190002441406,4227.3
"99","Delaware",1996,"actual_post-1994",428,5158.72021484375,1481,206.555084228516,936,130.543930053711,664.611083984375,0.0729999989271164,724.969970703125,4433.8
"100","Delaware",1996,"predicted_post-1994",382.954240141293,5167.69389081629,640.372040900687,246.046879294346,455.578978299076,143.393805189163,408.028525654525,0.0499275533944169,672.792598167708,4424.63536326024
"101","Delaware",1999,"actual_post-1994",493,5363.169921875,2624,NA,NA,NA,410.591491699219,0.0799999982118607,762.369995117188,4600.8
"102","Delaware",1999,"predicted_post-1994",421.199544399464,5369.62646505878,942.869281208729,NA,NA,NA,459.740483772163,0.0613392289187671,733.664660005973,4590.06492568061
"103","Delaware",2002,"actual_post-1994",453,4052.80004882813,4294,NA,NA,NA,254.519897460938,0.0839999988675117,611.400024414063,3441.4
"104","Delaware",2002,"predicted_post-1994",500.911614494929,4077.31074315024,-2769.84482492085,NA,NA,NA,456.832520003076,0.0566724778882827,609.255272366743,3423.64263170512
"105","Florida",1975,"actual_pre-1994",183,7387.2998046875,10755,137.461654663086,7415,94.7724914550781,NA,0.0750000029802322,677.599975585938,6709.7
"106","Florida",1978,"actual_pre-1994",239,6738.58984375,8888,99.9887466430664,6371,71.6728515625,304.795501708984,0.0750000029802322,686.840026855469,6051.8
"107","Florida",1981,"actual_pre-1994",224,8401.9599609375,13579,139.429092407227,9877,101.416984558105,325.683685302734,0.0710000023245812,983.530029296875,7418.4
"108","Florida",1984,"actual_pre-1994",241,6781.14013671875,13739,127.709609985352,11177,103.894775390625,343.676605224609,0.0719999969005585,826.700012207031,5954.4
"109","Florida",1987,"actual_pre-1994",265,8228.3896484375,27590,236.054077148437,25415,217.445236206055,462.354095458984,0.0850000008940697,1036.51000976563,7191.9
"110","Florida",1990,"actual_pre-1994",336,8804.490234375,43569,344.746002197266,40136,317.581909179688,NA,0.0920000001788139,1109.42004394531,7695.1
"111","Florida",1993,"actual_pre-1994",384,8358.240234375,32269,238.85270690918,25296,187.239074707031,486.559204101563,0.0949999988079071,1207.19995117187,7151
"112","Florida",1996,"actual_post-1994",439,7701.52978515625,24209,170.895095825195,19972,140.985458374023,557.775390625,0.104999996721745,1070.94995117187,6630.6
"113","Florida",1996,"predicted_post-1994",369.847118114214,8193.48320305878,50614.1861942415,113.47433435532,17499.9118142877,132.9974177607,543.221223808647,0.0771533892522761,807.727975712528,6158.81003117451
"114","Florida",1999,"actual_post-1994",456,6886.0498046875,32225,NA,NA,NA,NA,NA,938.700012207031,5947.4
"115","Florida",1999,"predicted_post-1994",436.493230393584,6952.89148251061,56765.0718346989,NA,NA,NA,NA,NA,962.296114565577,5893.57327126296
"116","Florida",2002,"actual_post-1994",450,5569.7001953125,36500,NA,NA,NA,805.338806152344,0.0209999997168779,797.200012207031,4772.5
"117","Florida",2002,"predicted_post-1994",462.817112674508,5632.24149358364,64493.7976186634,NA,NA,NA,-140.883286232667,0.093627575711765,852.190302899796,4732.94603584953
"118","Georgia",1975,"actual_pre-1994",210.399993896484,3912.39990234375,6031,120.64412689209,5227,104.560913085938,NA,0.046000000089407,442.200012207031,3470.2
"119","Georgia",1978,"actual_pre-1994",216,4259.06982421875,5742,110.168838500977,5003,95.9900207519531,279.115112304688,0.046000000089407,439.839996337891,3819.2
"120","Georgia",1981,"actual_pre-1994",220,5603.64990234375,7826,143.228408813477,6770,123.901901245117,360.857208251953,0.0549999997019768,555.340026855469,5048.3
"121","Georgia",1984,"actual_pre-1994",255,4505.25,9741,169.822174072266,7776,135.564849853516,290.232788085938,0.05799999833107,456.720001220703,4048.5
"122","Georgia",1987,"actual_pre-1994",282,5455.419921875,12765,209.227996826172,10198,167.152923583984,324.986206054688,0.0700000002980232,587.630004882813,4867.8
"123","Georgia",1990,"actual_pre-1994",327,7073.10009765625,17155,267.586975097656,13460,209.951644897461,667.835815429688,0.100000001490116,735.809997558594,6337.3
"124","Georgia",1993,"actual_pre-1994",387,6405.419921875,15264,225.631927490234,10905,161.197341918945,609.517578125,0.0729999989271164,733.169982910156,5672.3
"125","Georgia",1996,"actual_post-1994",462,6003.64013671875,15714,218.219696044922,12533,174.045272827148,613.064575195313,0.0900000035762787,657.090026855469,5346.5
"126","Georgia",1996,"predicted_post-1994",370.615385201857,6062.50120071885,19983.2850573981,281.391612420391,11674.0732295822,187.63590040739,597.779789470266,0.0721382467236408,689.340691096911,5276.31230072664
"127","Georgia",1999,"actual_post-1994",532,5462.9501953125,19871,NA,NA,NA,946.32373046875,0.109999999403954,572.650024414063,4890.3
"128","Georgia",1999,"predicted_post-1994",344.643987636845,5539.936887291,22978.3062455223,NA,NA,NA,732.283721077569,0.0795991190078167,648.175251930098,4797.98227599068
"129","Georgia",2002,"actual_post-1994",552,4646.2998046875,18078,NA,NA,NA,646.023681640625,0.11599999666214,497,4149.3
"130","Georgia",2002,"predicted_post-1994",356.577581776874,4725.29699577623,26854.2383932984,NA,NA,NA,676.630368727344,0.0761925779559319,604.031427775642,4056.87513022916
"131","Hawaii",1975,"actual_pre-1994",38.4000015258789,6071.7001953125,220,25.3456230163574,152,17.5115203857422,NA,0.0860000029206276,208,5863.6
"132","Hawaii",1978,"actual_pre-1994",57,6546.14990234375,205,22.3799133300781,156,17.0305671691895,340.67041015625,0.0860000029206276,224.800003051758,6321.3
"133","Hawaii",1981,"actual_pre-1994",77,7482.27001953125,243,25.1813468933105,199,20.6217613220215,193.846694946289,0.0649999976158142,299.480010986328,7182.8
"134","Hawaii",1984,"actual_pre-1994",127,5809.580078125,430,42.2396850585938,367,36.0510787963867,411.0458984375,0.0939999967813492,252.100006103516,5557.5
"135","Hawaii",1987,"actual_pre-1994",141,5671.3701171875,464,43.6090240478515,428,40.2255630493164,382.810485839844,0.0869999974966049,245.199996948242,5426.2
"136","Hawaii",1990,"actual_pre-1994",150,6270.41015625,826,75.4337921142578,592,54.0639266967773,328.085693359375,0.0599999986588955,270.140014648438,6000.3
"137","Hawaii",1993,"actual_pre-1994",198,6111.97998046875,1823,158.109283447266,1010,87.5975723266602,323.965515136719,0.0540000014007091,258.450012207031,5853.5
"138","Hawaii",1996,"actual_post-1994",249,7198.56982421875,2356,198.48356628418,1353,113.984832763672,300.758209228516,0.0529999993741512,295.619995117188,6902.9
"139","Hawaii",1996,"predicted_post-1994",200.072599874554,7206.49428705447,2955.40977447394,167.739732816169,2050.25799051466,111.865809353999,235.763355928327,0.0721261413650607,365.09756834261,6867.7705756083
"140","Hawaii",1999,"actual_post-1994",320,5333.02978515625,1533,NA,NA,NA,265.129913330078,0.0509999990463257,246.940002441406,5086.1
"141","Hawaii",1999,"predicted_post-1994",261.098876121703,5328.64266908427,3108.09407985039,NA,NA,NA,209.815628806453,0.0732717477548837,300.157748215573,5085.22744590681
"142","Hawaii",2002,"actual_post-1994",308,5386.10009765625,1892,NA,NA,NA,228.554306030273,0.046000000089407,254.600006103516,5131.5
"143","Hawaii",2002,"predicted_post-1994",281.872840770024,5390.00549803016,2367.14263966409,NA,NA,NA,163.418291639189,0.0625024384763549,286.022073949743,5125.19439015565
"144","Idaho",1975,"actual_pre-1994",71,4082.60009765625,638,78.9603958129883,519,64.2326736450195,NA,0.0590000003576278,183.399993896484,3899.2
"145","Idaho",1978,"actual_pre-1994",91,4124.85009765625,653,73.9524383544922,491,55.6058883666992,287.616088867188,0.0590000003576278,236.869995117188,3888
"146","Idaho",1981,"actual_pre-1994",99,4782.18017578125,755,79.8941802978515,596,63.0687828063965,167.707000732422,0.0390000008046627,313.359985351563,4468.8
"147","Idaho",1984,"actual_pre-1994",124,3865.82006835938,852,86.2348175048828,642,64.9797592163086,154.471496582031,0.0370000004768371,238.729995727539,3627.1
"148","Idaho",1987,"actual_pre-1994",144,4206.97998046875,931,92.821533203125,671,66.899299621582,151.080795288086,0.0399999991059303,222.529998779297,3984.4
"149","Idaho",1990,"actual_pre-1994",190,3930.96997070312,1129,113.581489562988,884,88.9336013793946,220.428497314453,0.0410000011324883,254.639999389648,3676.3
"150","Idaho",1993,"actual_pre-1994",234,3996.15991210938,1770,166.041275024414,1327,124.48405456543,182.511703491211,0.028999999165535,281.440002441406,3714.7
"151","Idaho",1996,"actual_post-1994",319,4401.4599609375,2526,217.196899414063,1971,169.475494384766,400.424713134766,0.0529999993741512,322.010009765625,4079.4
"152","Idaho",1996,"predicted_post-1994",261.180919622811,4400.50818490518,3340.12217183585,180.772905585084,3062.12494427743,150.550689846722,297.981156339436,0.0380308783017038,362.951953384073,4071.7115179924
"153","Idaho",1999,"actual_post-1994",385,3714.64990234375,2307,NA,NA,NA,402.048614501953,0.06700000166893,282.179992675781,3432.5
"154","Idaho",1999,"predicted_post-1994",290.586273209222,3743.72503805317,1545.40414242081,NA,NA,NA,311.827984569736,0.0440189849999155,316.55212890198,3398.70728666585
"155","Idaho",2002,"actual_post-1994",461,3133.39990234375,3049,NA,NA,NA,396.005004882813,0.0719999969005585,243.100006103516,2890.3
"156","Idaho",2002,"predicted_post-1994",390.61901614513,3126.69516768383,3236.39932419073,NA,NA,NA,547.961005994233,0.049339067479385,371.728323651642,2907.30731170119
"157","Illinois",1975,"actual_pre-1994",69.9000015258789,5184.2998046875,6572,60.7674522399902,3937,36.4031448364258,NA,0.0549999997019768,627.099975585938,4557.1
"158","Illinois",1978,"actual_pre-1994",96,5327.7099609375,6513,57.1015243530273,4680,41.0310363769531,296.949584960938,0.0549999997019768,630.590026855469,4421.1
"159","Illinois",1981,"actual_pre-1994",113,6269.10009765625,11987,104.974166870117,6897,60.3993339538574,267.686706542969,0.0469999983906746,808.039978027344,5461.1
"160","Illinois",1984,"actual_pre-1994",149,5541.41015625,10138,88.2102127075195,6782,59.0098304748535,252.442199707031,0.0509999990463257,728.099975585938,4813.3
"161","Illinois",1987,"actual_pre-1994",171,5555.7099609375,11502,99.5585556030273,8079,69.9298858642578,301.983184814453,0.0659999996423722,810.320007324219,4746
"162","Illinois",1990,"actual_pre-1994",234,5639.169921875,18309,160.464508056641,13488,118.212097167969,442.288391113281,0.0799999982118607,845.869995117188,4793.3
"163","Illinois",1993,"actual_pre-1994",294,5765.31982421875,21717,187.054260253906,16796,144.668395996094,589.078979492188,0.0860000029206276,977.25,4788.1
"164","Illinois",1996,"actual_post-1994",327,5455.68994140625,24541,207.447174072266,18290,154.60693359375,1854.85498046875,0.13400000333786,996.080017089843,4459.6
"165","Illinois",1996,"predicted_post-1994",303.805564355225,5477.87407656706,21866.8346240231,224.399835515307,16333.292630985,164.738423034486,701.087018183934,0.0715147886819505,933.960904405117,4440.34224354201
"166","Illinois",1999,"actual_post-1994",368,4872.75,27499,NA,NA,NA,2123.07397460938,0.206000000238419,807.72998046875,4050.8
"167","Illinois",1999,"predicted_post-1994",306.009613427738,4902.37263852853,24621.04639402,NA,NA,NA,1087.7190438913,0.0800272213889687,848.301403517745,4014.36332246776
"168","Illinois",2002,"actual_post-1994",336,4097.7998046875,34467,NA,NA,NA,1974.53601074219,0.245000004768372,636.900024414063,3460.8
"169","Illinois",2002,"predicted_post-1994",244.973970808544,4213.42000319527,24681.8630464494,NA,NA,NA,993.729837504261,0.0716718877922314,650.284269474086,3319.01681776733
"170","Indiana",1975,"actual_pre-1994",63.5999984741211,4336.89990234375,2686,50.0932502746582,2359,43.9947776794434,NA,0.0599999986588955,293.299987792969,4043.6
"171","Indiana",1978,"actual_pre-1994",82,4272.85009765625,2590,47.9185943603516,2429,44.9398689270019,230.897003173828,0.0599999986588955,310.559997558594,3962.3
"172","Indiana",1981,"actual_pre-1994",138,4930.35986328125,4384,79.8397369384765,4095,74.5765762329102,194.015502929688,0.0520000010728836,377.820007324219,4552.5
"173","Indiana",1984,"actual_pre-1994",165,4129.7998046875,4151,75.8173522949219,3919,71.5799102783203,205.069107055664,0.0549999997019768,283.760009765625,3846
"174","Indiana",1987,"actual_pre-1994",192,3854.830078125,4825,87.6794509887695,4553,82.736686706543,139.113403320313,0.0379999987781048,307.720001220703,3547.1
"175","Indiana",1990,"actual_pre-1994",223,4439.9599609375,5248,95.0036239624023,4952,89.6451873779297,178.009292602539,0.0419999994337559,406.489990234375,4033.5
