case_id	state_id	state_na	year	tisp	tiss	tisviol	vio_l1	cri_l1	inc_rate	pre_guid	pre_volg	pre_par	rec_sent	presum_s	pre_rec_	det_vol	det_pre	incpc_l1	admissio	ncourtc	m1_weap	m2_prox	m3_offic	m4_harm	m5_cont	m6_citi	m7_repe	m8_mult	m9_drug	m10_we1a	m11_we1b	m12_we1c	m13_we1d	m14_we1e	m15_we1f	m16_we2a	m17_we2b	m18_we2c	m19_we2d	m20_we2e	m21_we2f	m22_we3a	m23_we3b	m24_we3c	m25_we3d	m26_we3e	m27_we3f	m28_we4a	m29_we4b	m30_we4c	m31_we4d	m32_we4e	m33_we4f	m34_dr1a	m35_dr1b	m36_dr1c	m37_dr1d	m38_dr1e	m39_dr1f	m40_dr2a	m41_dr2b	m42_dr2c	m43_dr2d	m44_dr2e	m45_dr2f	m46_dr3a	m47_dr3b	m48_dr3c	m49_dr3d	m50_dr3e	m51_dr3f	m52_vi1a	m53_vi1b	m54_vi1c	m55_vi1d	m56_vi1e	m57_vi1f	m58_vi2a	m59_vi2b	m60_vi2c	m61_vi2d	m62_vi2e	m63_vi2f	dr_0a	dr_0b	mar_spos	mar_ssal	her_spos	her_ssal	dr_1a	dr_1b	dr_2a	dr_2b	he_min1o	he_min_1	mar_min_	mar_mi_1	dr_3coc	dr_3mar	dr_3oth	hol_drug	hol_vio	hol_sex	hol_2str	hol2_pro	hol2_cuo	hol2_alt	hol2_man	hol2_st1	hol2_st2	hol2_st3	prior2	time_fr2	hol_3str	hol3_pro	hol3_cuo	hol3_alt	hol3_man	hol3_st1	hol3_st2	hol3_st3	prior3	time_fr3	unemp_l1	p_1824_l	p_25_34_	p_black_	d_1975	d_1978	d_1981	d_1984	d_1987	d_1990	d_1993	d_1996	d_1999	d_2002	metro_l1	poverty_	p_hisp_l	expcorr_	pop_l1	correxp_	d_inc_ra	lag_incr	rev_l2_1	wel_l1_1	pro_crim	south	west	east	midwest	religion	gini	pol_100k	adm_100k	court_10	ideo2	gov2	drug_arr	cop_75	cop_78	cop_81	cop_84	cop_87	cop_90	cop_93	cop_96	cop_99	unemp_75	unemp_78	unemp_81	unemp_84	unemp_87	unemp_90	unemp_93	unemp_96	unemp_99	pov_75	pov_78	pov_81	pov_84	pov_87	pov_90	pov_93	pov_96	pov_99	black_75	black_78	black_81	black_84	black_87	black_90	black_93	black_96	black_99	welf_75	welf_78	welf_81	welf_84	welf_87	welf_90	welf_93	welf_96	welf_99	pro_drug	govern	drugs3_7	drugs3_1	drugs3_8	drugs3_2	drugs3_3	drugs3_9	drugs3_4	drugs3_5	drugs3_6	ideo2_75	ideo2_78	ideo2_81	ideo2_84	ideo2_87	ideo2_90	ideo2_93	ideo2_96	ideo2_99	gov2_75	gov2_78	gov2_81	gov2_84	gov2_87	gov2_90	gov2_93	gov2_96	gov2_99	gov2_02	ideo2_02	cop_02	unemp_02	pov_02	drugs3_0	ipc_02	welf_02	black_02	hisp_75	hisp_78	hisp_81	hisp_84	hisp_87	hisp_90	hisp_93	hisp_96	hisp_99	hisp_02	res2	res1	EST_FI	ln_vio	ln_pro	ln_hisp	res	p_black3	det_rec_	det_pre_	black3_8	black3_9	south_81	south_90	ln_inc	log_inco	g_south	g_det_se	g_court	g_south8	g_south9	g_south0	black3_0	g_metro	g_unemp	g_ideo2	g_ideo3	g_vio	g_ln_vio	inc2	det_pres	preguid_	pregui_1	dt_guidr	dt_guidn	mand_sum	nt_logir	resid1	resid2	resid3	resid4	new_yr	st2_mand	EST_RA
1326	45	South Caro	1975	33	1	0	455.700012207031	4165.2998046875	198	0	0	0	0	0	0	0	0	13604	4543	3792	0	0	0	0	0	0	4	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	1	1	2	1	1	1	24	180	0	0	0	0	0	0	3	3	3	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	0	0	0	9999	9	9	5.90000009536743	14.6300001144409	14.210000038147	30.7999992370606	1	0	0	0	0	0	0	0	0	0	48.2999992370606	16.7999992370605	.629999995231628	125.24	2845	4402.10888671875	76.8000030517578	121.199996948242	188290	15385	3709.5	1	0	0	0	30.2000007629394	.375	181.159927368164	159.683654785156	133.286468505859	15.7802600860596	23.3999996185303	9999	181.159927368164	0	0	0	0	0	0	0	0	5.90000009536743	0	0	0	0	0	0	0	0	16.4799995422363	0	0	0	0	0	0	0	0	30.7999992370606	0	0	0	0	0	0	0	0	153849	0	0	0	0	0	0	0	0	.0500000007450581	1	.0500000007450581	0	0	0	0	0	0	0	0	15.7802600860596	0	0	0	0	0	0	0	0	23.3999996185303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.629999995231628	0	0	0	0	0	0	0	0	0	5.04657220840454	5.04657220840454	1	6.12183475494385	8.21865272521973	-.462035477161407	-16.3570022583008	3.13000011444092	0	0	0	0	0	0	9	9.5181188583374	1	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	5.28826713562012	493.296325683594	5.08455753326416	441.661285400391	4.7091121673584	1993	0	1
1329	45	South Caro	1978	33	1	0	636.200012207031	4837.27001953125	243	0	0	0	0	0	0	0	0	14733	3333	3011	0	0	0	0	0	0	4	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	1	1	2	1	1	1	24	180	0	0	0	0	0	0	3	3	3	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	0	0	0	9999	9	9	7.19999980926514	14.6099996566772	15.7799997329712	30.1000003814697	0	1	0	0	0	0	0	0	0	0	48	16.7299995422363	.850000023841858	125.65	2989	4203.7470703125	45	198	204680	20757	4201.1	1	0	0	0	28.6000003814697	.368999987840652	214.921371459961	111.508865356445	100.736030578613	28.8357601165771	25.9166698455811	245.407592773437	0	214.921371459961	0	0	0	0	0	0	0	0	7.19999980926514	0	0	0	0	0	0	0	0	16.2000007629395	0	0	0	0	0	0	0	0	30.1000003814697	0	0	0	0	0	0	0	0	207567	0	0	0	0	0	0	0	.0500000007450581	1	0	.0500000007450581	0	0	0	0	0	0	0	0	28.8357601165771	0	0	0	0	0	0	0	0	25.9166698455811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.850000023841858	0	0	0	0	0	0	0	0	5.2684211730957	5.2684211730957	1	6.45551300048828	8.34310150146484	-.162518903613091	-1.5623562335968	3.10999989509583	0	0	0	0	0	0	9	9.59784507751465	1	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	5.49306154251099	523.347778320313	5.21483039855957	452.590637207031	4.81961297988892	1994	0	1
1332	45	South Caro	1981	33	1	0	659.960021972656	5439.14990234375	251	0	0	0	0	0	0	0	0	15616	4338	3357	0	0	0	0	0	0	5	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	5	5	6	5	4	4	24	180	84	84	120	120	0	0	6	6	6	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	0	0	0	9999	9	9	6.90000009536743	14.3199996948242	16.5599994659424	30.3999996185303	0	0	1	0	0	0	0	0	0	0	60	16.7999992370605	1.07099997997284	145.45	3119	4663.353515625	8	243	235450	23516	4779.2	1	0	0	0	28.6000003814697	.368999987840652	212.023086547852	139.083038330078	107.630653381348	30.3679599761963	46.4000015258789	255.783996582031	0	0	212.023086547852	0	0	0	0	0	0	0	0	6.90000009536743	0	0	0	0	0	0	0	0	16.7999992370605	0	0	0	0	0	0	0	0	30.3999996185303	0	0	0	0	0	0	0	0	235162	0	0	0	0	0	0	.0590000003576278	0	0	0	.0590000003576278	0	0	0	0	0	0	0	0	30.3679599761963	0	0	0	0	0	0	0	0	46.4000015258789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07099997997284	0	0	0	0	0	0	0	5.34421634674072	5.34421634674072	1	6.49217939376831	8.4720287322998	.0685927718877792	-14.5262813568115	3.11999988555908	0	0	3.11999988555908	0	1	0	5.55999994277954	9.65605163574219	1	0	1	1	0	0	0	60	6.90000009536743	28.6617794036865	30.3679599761963	659.960021972656	6.49217939376831	9.19654560089111	0	0	0	0	0	0	5.52545309066773	536.853088378906	5.25010919570923	489.294311523438	4.91737651824951	1995	0	1
1335	45	South Caro	1984	25	1	1	616.820007324219	4770.93017578125	279	0	0	0	0	0	0	0	0	15904	4556	3457	0	0	0	2	0	0	5	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	6	6	6	5	4	4	24	180	84	84	300	300	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	1	0	1	999	9	9	10	13.8800001144409	17.5	30.2000007629394	0	0	0	1	0	0	0	0	0	0	60	20.8999996185303	.978999972343445	166.44	3252	5118.0810546875	28	251	265830	23853	4154.1	1	0	0	0	28.6000003814697	.368999987840652	236.961868286133	140.098403930664	106.303810119629	38.5687294006348	73	282.260589599609	0	0	0	236.961868286133	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	20.8999996185303	0	0	0	0	0	0	0	0	30.2000007629394	0	0	0	0	0	0	0	0	238526	0	0	0	0	0	.06700000166893	0	0	0	0	.06700000166893	0	0	0	0	0	0	0	0	38.5687294006348	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.978999972343445	0	0	0	0	0	0	5.51460027694702	5.51460027694702	1	6.42457723617554	8.3318510055542	-.0212236642837524	-8.55941104888916	3.10999989509583	0	0	0	0	0	0	9	9.67432594299316	1	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	5.63121175765991	555.248474121094	5.46088743209839	529.738098144531	5.1703200340271	1996	0	1
1338	45	South Caro	1987	25	1	1	674.630004882813	5137.39013671875	344	0	0	0	0	0	0	0	0	17740	5742	4269	1	0	0	2	0	0	9	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	1	1	0	1	6	0	1	1	1	0	7	48	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	6	6	6	5	4	4	24	180	84	84	300	300	0	0	7	7	7	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	1	0	1	999	9	9	6.19999980926514	12.710000038147	18.1000003814697	29.8999996185303	0	0	0	0	1	0	0	0	0	0	60	17.2999992370605	.933000028133392	294.21	3381	8701.86328125	65	279	278736	28003	4462.8	1	0	0	0	28.2000007629395	.395999997854233	235.019226074219	169.831405639648	126.264419555664	37.9526901245117	56.875	322.165893554688	0	0	0	0	235.019226074219	0	0	0	0	0	0	0	0	6.19999980926514	0	0	0	0	0	0	0	0	17.2999992370605	0	0	0	0	0	0	0	0	29.8999996185303	0	0	0	0	0	0	0	0	280033	0	0	0	0	.0700000002980232	0	0	0	0	0	.0700000002980232	0	0	0	0	0	0	0	0	37.9526901245117	0	0	0	0	0	0	0	0	56.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.933000028133392	0	0	0	0	0	5.71190738677978	5.71190738677978	1	6.51416444778442	8.40353202819824	-.0693500488996506	17.4146671295166	3.09999990463257	0	0	0	0	0	0	9	9.78357696533203	1	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	1	5.84064149856567	591.363830566406	5.63369560241699	590.389404296875	5.36859846115112	1997	0	1
1341	45	South Caro	1990	25	1	1	813.669982910156	5619.25	451	0	0	0	0	0	0	0	0	19564	6839	5171	1	0	0	2	0	0	17	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	1	1	0	1	6	0	1	1	1	0	7	48	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	6	6	6	5	4	4	24	180	84	84	300	300	0	0	8	8	8	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	1	0	1	999	9	9	4.69999980926514	11.6899995803833	18.2199993133545	29.8999996185303	0	0	0	0	0	1	0	0	0	0	70	17	.888000011444092	372	3457	10760.775390625	107	344	345863	41577	4805.6	1	0	0	0	28.2000007629395	.395999997854233	311.541809082031	197.830490112305	149.58056640625	35.7791900634766	34.0999984741211	461.614990234375	0	0	0	0	0	311.541809082031	0	0	0	0	0	0	0	0	4.69999980926514	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	29.8999996185303	0	0	0	0	0	0	0	0	415775	0	0	0	.0829999968409538	1	0	0	0	0	0	.0829999968409538	0	0	0	0	0	0	0	0	35.7791900634766	0	0	0	0	0	0	0	0	34.0999984741211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.888000011444092	0	0	0	0	6.05954742431641	6.05954742431641	1	6.70155477523804	8.47753715515137	-.11878352612257	68.0426635742188	3.09999990463257	0	0	0	3.09999990463257	0	1	6.17000007629395	9.88144683837891	1	0	0	0	1	0	0	70	6.19999980926514	35.7791900634766	39.156379699707	976.570007324219	6.88404655456543	9.38404178619385	0	0	0	0	0	1	6.1114673614502	653.140441894531	5.9091854095459	639.742004394531	5.62427520751953	1998	0	1
1344	45	South Caro	1993	25	1	1	944.460021972657	5893.06005859375	488	0	0	0	0	0	0	0	0	20352	8189	6120	1	0	0	2	0	0	21	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	1	1	0	1	6	0	1	1	1	0	9	12	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	6	6	6	5	4	4	24	180	84	84	300	300	0	0	8	8	8	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	0	1	1	0	1	999	9	9	6.30000019073486	11.3599996566772	16.3600006103516	30	0	0	0	0	0	0	1	0	0	0	70	18.8999996185303	.962999999523163	522.94	3595	14546.314453125	37	451	340296	56541	4948.6	1	0	0	0	28.2000007629395	.395999997854233	337.774688720703	227.788589477539	170.236434936523	48.2097091674805	46	216.048004150391	0	0	0	0	0	0	337.774688720703	0	0	0	0	0	0	0	0	6.30000019073486	0	0	0	0	0	0	0	0	18.8999996185303	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	565414	0	0	.0329999998211861	1	0	0	0	0	0	0	.0329999998211861	0	0	0	0	0	0	0	0	48.2097091674805	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.962999999523163	0	0	0	6.22871541976929	6.22871541976929	1	6.85061359405518	8.50685977935791	-.0377018675208092	73.5974502563477	3.10999989509583	0	0	0	0	0	0	9	9.92093467712402	1	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	1	6.19031524658203	677.047119140625	6.06199979782104	659.130187988281	5.781409740448	1999	0	1
1347	45	South Caro	1996	25	1	1	981.950012207031	6063.7900390625	532	0	0	0	0	0	0	0	0	22027	8243	5830	2	0	0	2	0	0	22	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	1	1	3	120	1	1	0	1	6	0	1	1	1	0	9	12	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	6	6	6	5	4	4	24	180	84	84	300	300	0	0	8	8	8	0	1	0	1	0	0	1	1	0	0	72	9	9	1	0	0	1	1	0	1	999	9	9	5.09999990463257	10.3500003814697	15.4300003051758	30.2000007629394	0	0	0	0	0	0	0	1	0	0	70	19.8999996185303	1.07400000095367	513.32	3673	13975.4970703125	44	488	369187	78102	5081.8	1	0	0	0	28.2000007629395	.395999997854233	293.220794677734	224.421447753906	158.725830078125	36.2934989929199	27.3500003814697	586.400207519531	0	0	0	0	0	0	0	293.220794677734	0	0	0	0	0	0	0	0	5.09999990463257	0	0	0	0	0	0	0	0	19.8999996185303	0	0	0	0	0	0	0	0	30.2000007629394	0	0	0	0	0	0	0	0	781023	0	.0939999967813492	1	0	0	0	0	0	0	0	.0939999967813492	0	0	0	0	0	0	0	0	36.2934989929199	0	0	0	0	0	0	0	0	27.3500003814697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07400000095367	0	0	6.45562028884888	6.45562028884888	1	6.88954019546509	8.53342056274414	.0713899955153465	53.6252479553223	3.10999989509583	0	0	0	0	0	0	9	10.0000238418579	1	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	2	6.2766432762146	733.681579589844	6.25044679641724	707.021850585938	5.87362194061279	2000	1	1
1350	45	South Caro	1999	25	1	1	903.210021972657	5777.02978515625	543	0	0	0	0	0	0	0	0	23468	8261	99999	2	0	0	2	0	0	27	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	1	1	3	120	1	1	0	1	6	0	1	1	1	0	9	12	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	6	6	6	5	4	4	24	180	84	84	300	300	0	0	8	8	8	0	1	0	1	0	0	1	1	0	0	72	9	9	1	0	0	1	1	0	1	999	9	9	3.79999995231628	10	14.710000038147	29.8999996185303	0	0	0	0	0	0	0	0	1	0	70	13.6999998092651	1.30599999427795	603.65	3840	15720.0517578125	11	532	406981	84750	4873.8	1	0	0	0	25.7999992370605	.423000007867813	316.223968505859	999	999	41.0654983520508	23.8080406188965	643.082275390625	0	0	0	0	0	0	0	0	316.223968505859	0	0	0	0	0	0	0	0	3.79999995231628	0	0	0	0	0	0	0	0	13.6999998092651	0	0	0	0	0	0	0	0	29.8999996185303	0	0	0	0	0	0	0	0	847501	.111000001430512	1	0	0	0	0	0	0	0	0	.111000001430512	0	0	0	0	0	0	0	0	41.0654983520508	0	0	0	0	0	0	0	0	23.8080406188965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30599999427795	0	6.62570381164551	6.62570381164551	1	6.8059549331665	8.4916296005249	.26696902513504	-17.7918930053711	3.09999990463257	0	0	0	0	0	0	9	10.0633926391602	1	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	2	6.29710912704468	793.653381347656	6.28014039993286	752.937622070313	5.91232299804688	2001	1	1
1353	45	South Caro	2002	25	1	1	720.299987792969	4752.7001953125	555	0	0	0	0	0	0	0	0	24994	9834	99999	2	0	0	2	0	0	29	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	1	1	1	1	3	120	1	1	0	1	6	0	1	1	1	0	9	12	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	6	6	6	5	4	4	24	180	84	84	300	300	0	0	8	8	8	0	1	0	1	0	0	1	1	0	0	72	9	9	1	0	0	1	1	0	1	999	9	9	5.40000009536743	10.3100004196167	13.8199996948242	29.7000007629395	0	0	0	0	0	0	0	0	0	1	70	15.1000003814697	2.66000008583069	605.85	4060	14751.6435546875	12	543	415403	95663	4032.4	1	0	0	0	25.7999992370605	.423000007867813	331.09326171875	999	999	43.3541107177735	52.4381599426269	705.442626953125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.119000002741814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.4381599426269	43.3541107177735	331.09326171875	5.40000009536743	15.1000003814697	.119000002741814	24994	956626	29.7000007629395	0	0	0	0	0	0	0	0	0	2.66000008583069	6.47174787521362	6.47174787521362	1	6.57966756820679	8.30211734771729	.978326141834259	27.5300407409668	3.09999990463257	0	0	0	0	0	0	6.32000017166138	10.1263914108276	1	0	0	0	0	1	3.09999990463257	70	5.40000009536743	43.3541107177735	43.3541107177735	720.299987792969	6.57966756820679	99	0	0	0	0	0	2	6.31896829605103	755.416870117188	6.23733758926392	729.272033691406	5.89610147476196	2002	1	1
1356	46	South Dako	1972	999	9	9	96.0999984741211	1159.30004882813	51	0	0	0	0	0	0	0	0	13235	270	99999	99	99	99	99	99	99	99	99	99	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	9	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	9	9	9	9	9	9	999	9999	999	999	999	999	99	99	99	99	99	0	0	0	9	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	3.5	12.3900003433228	10.1999998092651	.300000011920929	0	0	0	0	0	0	0	0	0	0	14.3000001907349	17.8799991607666	.400000005960464	13.43	671	2001.49035644531	999	999	153106	21208	1063.1	0	0	0	1	10.1000003814697	.386000007390976	152.906112670898	40.2384490966797	999	50.9873199462891	47.9706993103027	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0430000014603138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80987596511841	3.80987596511841	1	4.56538915634155	6.96894454956055	-.916290700435638	46.9782028198242	.670000016689301	0	0	0	0	0	0	4	9.49061965942383	0	0	0	0	0	0	0	23.2000007629395	3.70000004768372	50.6806182861328	49.5125694274902	92.5	4.52720880508423	8.92425727844238	0	0	0	0	0	99	3.93182563781738	-103.83415222168	4.37014961242676	999	9	1992	0	0
1359	46	South Dako	1975	33	1	0	180.899993896484	2670.80004882813	49	0	0	0	0	0	0	0	0	13476	375	296	0	0	0	0	0	0	2	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	1	0	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	1	0	0	0	9	0	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	3	0	0	24	120	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	60	1	0	0	9	9	9	9	9	9	9999	9	9	2.70000004768372	13.1599998474121	12.0299997329712	.300000011920929	1	0	0	0	0	0	0	0	0	0	14.3999996185303	12.9399995803833	.46000000834465	15.97	680	2348.529296875	-2	51	184559	21612	2489.9	0	0	0	1	10.1000003814697	.386000007390976	169.264709472656	55.1470603942871	43.5294113159179	40.6763381958008	60.1988105773926	9999	169.264709472656	0	0	0	0	0	0	0	0	2.70000004768372	0	0	0	0	0	0	0	0	12.9200000762939	0	0	0	0	0	0	0	0	.300000011920929	0	0	0	0	0	0	0	0	216125	0	0	0	0	0	0	0	0	.0430000014603138	0	.0430000014603138	0	0	0	0	0	0	0	0	40.6763381958008	0	0	0	0	0	0	0	0	60.1988105773926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.46000000834465	0	0	0	0	0	0	0	0	0	3.96576428413391	3.96576428413391	1	5.19794416427612	7.81999778747559	-.776528775691986	15.4049158096313	.670000016689301	0	0	0	0	0	0	9	9.50866603851318	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	3.89182019233704	-63.9055366516113	4.63509368896484	-78.4135971069336	4.8569974899292	1993	1	1
1362	46	South Dako	1978	33	1	0	189.110000610352	2611.46997070312	74	0	0	0	0	0	0	0	0	15594	352	292	2	0	0	0	0	0	3	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	1	0	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	1	0	0	0	9	0	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	3	0	0	24	120	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	60	1	0	1	1	1	0	1	0	0	60	1	0	3.29999995231628	13.5200004577637	13.8100004196167	.300000011920929	0	1	0	0	0	0	0	0	0	0	28	16.3999996185303	.519999980926514	16.49	689	2393.32373046875	25	49	201288	25836	2422.4	0	0	0	1	10.8999996185303	.370000004768372	191.291732788086	51.0885353088379	42.3802604675293	45.8882484436035	53.375	160.907104492188	0	191.291732788086	0	0	0	0	0	0	0	0	3.29999995231628	0	0	0	0	0	0	0	0	16.3999996185303	0	0	0	0	0	0	0	0	.300000011920929	0	0	0	0	0	0	0	0	258361	0	0	0	0	0	0	0	.0430000014603138	0	0	.0430000014603138	0	0	0	0	0	0	0	0	45.8882484436035	0	0	0	0	0	0	0	0	53.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.519999980926514	0	0	0	0	0	0	0	0	4.09603071212769	4.09603071212769	1	5.24232864379883	7.79251384735107	-.653926491737366	59.8630905151367	.670000016689301	0	0	0	0	0	0	9	9.65464115142822	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	2	4.30406522750855	-60.8180274963379	4.84477806091309	-48.4117889404297	5.11081886291504	1994	1	1
1365	46	South Dako	1981	25	1	0	126.849998474121	3243.15991210938	97	0	0	0	0	0	0	0	0	15911	405	348	1	0	0	0	0	0	3	0	0	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	1	0	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	1	0	0	0	9	0	0	9	9	9	99	999	0	9	9	9	9	9	0	0	3	3	0	0	24	120	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	60	1	0	1	1	1	0	1	0	0	60	1	0	4.90000009536743	13.75	14.9099998474121	.300000011920929	0	0	1	0	0	0	0	0	0	0	16	18.7999992370605	.582000017166138	23.35	690	3384.05786132813	23	74	218373	30243	3116.3	0	0	0	1	10.8999996185303	.370000004768372	210.724639892578	58.6956520080566	50.4347839355469	39.8545417785644	13.75	138.85530090332	0	0	210.724639892578	0	0	0	0	0	0	0	0	4.90000009536743	0	0	0	0	0	0	0	0	18.7999992370605	0	0	0	0	0	0	0	0	.300000011920929	0	0	0	0	0	0	0	0	302431	0	0	0	0	0	0	.0370000004768371	1	0	0	.0370000004768371	0	0	0	0	0	0	0	0	39.8545417785644	0	0	0	0	0	0	0	0	13.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.582000017166138	0	0	0	0	0	0	0	4.24948310852051	4.24948310852051	1	4.84300518035889	8.04440212249756	-.541284799575806	74.1994781494141	.670000016689301	0	0	.670000016689301	0	0	0	4.63000011444092	9.67476558685303	0	0	0	0	0	0	0	16	4.90000009536743	53.957389831543	39.8545417785644	126.849998474121	4.84300518035889	9.16387748718262	0	0	0	0	0	1	4.57471084594727	-41.582332611084	5.10755109786987	-34.3014945983887	5.36345767974854	1995	1	1
