case_id	state_id	state_na	year	tisp	tiss	tisviol	vio_l1	cri_l1	inc_rate	pre_guid	pre_volg	pre_par	rec_sent	presum_s	pre_rec_	det_vol	det_pre	incpc_l1	admissio	ncourtc	m1_weap	m2_prox	m3_offic	m4_harm	m5_cont	m6_citi	m7_repe	m8_mult	m9_drug	m10_we1a	m11_we1b	m12_we1c	m13_we1d	m14_we1e	m15_we1f	m16_we2a	m17_we2b	m18_we2c	m19_we2d	m20_we2e	m21_we2f	m22_we3a	m23_we3b	m24_we3c	m25_we3d	m26_we3e	m27_we3f	m28_we4a	m29_we4b	m30_we4c	m31_we4d	m32_we4e	m33_we4f	m34_dr1a	m35_dr1b	m36_dr1c	m37_dr1d	m38_dr1e	m39_dr1f	m40_dr2a	m41_dr2b	m42_dr2c	m43_dr2d	m44_dr2e	m45_dr2f	m46_dr3a	m47_dr3b	m48_dr3c	m49_dr3d	m50_dr3e	m51_dr3f	m52_vi1a	m53_vi1b	m54_vi1c	m55_vi1d	m56_vi1e	m57_vi1f	m58_vi2a	m59_vi2b	m60_vi2c	m61_vi2d	m62_vi2e	m63_vi2f	dr_0a	dr_0b	mar_spos	mar_ssal	her_spos	her_ssal	dr_1a	dr_1b	dr_2a	dr_2b	he_min1o	he_min_1	mar_min_	mar_mi_1	dr_3coc	dr_3mar	dr_3oth	hol_drug	hol_vio	hol_sex	hol_2str	hol2_pro	hol2_cuo	hol2_alt	hol2_man	hol2_st1	hol2_st2	hol2_st3	prior2	time_fr2	hol_3str	hol3_pro	hol3_cuo	hol3_alt	hol3_man	hol3_st1	hol3_st2	hol3_st3	prior3	time_fr3	unemp_l1	p_1824_l	p_25_34_	p_black_	d_1975	d_1978	d_1981	d_1984	d_1987	d_1990	d_1993	d_1996	d_1999	d_2002	metro_l1	poverty_	p_hisp_l	expcorr_	pop_l1	correxp_	d_inc_ra	lag_incr	rev_l2_1	wel_l1_1	pro_crim	south	west	east	midwest	religion	gini	pol_100k	adm_100k	court_10	ideo2	gov2	drug_arr	cop_75	cop_78	cop_81	cop_84	cop_87	cop_90	cop_93	cop_96	cop_99	unemp_75	unemp_78	unemp_81	unemp_84	unemp_87	unemp_90	unemp_93	unemp_96	unemp_99	pov_75	pov_78	pov_81	pov_84	pov_87	pov_90	pov_93	pov_96	pov_99	black_75	black_78	black_81	black_84	black_87	black_90	black_93	black_96	black_99	welf_75	welf_78	welf_81	welf_84	welf_87	welf_90	welf_93	welf_96	welf_99	pro_drug	govern	drugs3_7	drugs3_1	drugs3_8	drugs3_2	drugs3_3	drugs3_9	drugs3_4	drugs3_5	drugs3_6	ideo2_75	ideo2_78	ideo2_81	ideo2_84	ideo2_87	ideo2_90	ideo2_93	ideo2_96	ideo2_99	gov2_75	gov2_78	gov2_81	gov2_84	gov2_87	gov2_90	gov2_93	gov2_96	gov2_99	gov2_02	ideo2_02	cop_02	unemp_02	pov_02	drugs3_0	ipc_02	welf_02	black_02	hisp_75	hisp_78	hisp_81	hisp_84	hisp_87	hisp_90	hisp_93	hisp_96	hisp_99	hisp_02	res2	res1	EST_FI	ln_vio	ln_pro	ln_hisp	res	p_black3	det_rec_	det_pre_	black3_8	black3_9	south_81	south_90	ln_inc	log_inco	g_south	g_det_se	g_court	g_south8	g_south9	g_south0	black3_0	g_metro	g_unemp	g_ideo2	g_ideo3	g_vio	g_ln_vio	inc2	det_pres	preguid_	pregui_1	dt_guidr	dt_guidn	mand_sum	nt_logir	resid1	resid2	resid3	resid4	new_yr	st2_mand	EST_RA
138	6	California	1975	66	1	0	610.599975585938	6846.7998046875	81	0	0	0	0	0	0	0	0	19160	11922	5765	0	0	0	1	0	0	1	0	1	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	9	9	0	0	2	2	0	0	120	999	24	60	24	60	0	60	2	2	2	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	7.30000019073486	13.3199996948242	19.2299995422363	7.5	1	0	0	0	0	0	0	0	0	0	93.1999969482422	10.539999961853	14.8000001907349	1760.06	20805	8459.79296875	-2.90000009536743	83.9000015258789	277745	54607	6236.2	0	1	0	0	4.40000009536743	.35699999332428	288.406646728516	57.3035316467285	27.7096843719482	53.7790107727051	40.0561790466309	9999	288.406646728516	0	0	0	0	0	0	0	0	7.30000019073486	0	0	0	0	0	0	0	0	10.1800003051758	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	546072	0	0	0	0	0	0	0	0	.090999998152256	1	.090999998152256	0	0	0	0	0	0	0	0	53.7790107727051	0	0	0	0	0	0	0	0	40.0561790466309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8000001907349	0	0	0	0	0	0	0	0	0	4.53494644165039	4.53494644165039	1	6.41444206237793	8.73812675476074	2.69462728500366	-44.4016990661621	1.96000003814697	0	0	0	0	0	0	9	9.86058044433594	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	4.39444923400879	166.608367919922	4.05495405197144	110.410163879395	3.91177916526794	1993	0	1
141	6	California	1978	66	1	0	705.97998046875	7008.68017578125	88	0	0	1	1	1	1	0	0	20709	12419	9325	2	0	0	5	1	1	3	0	1	0	9	9	9	99	999	0	9	9	9	99	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	0	0	0	9	9	9	9	9	9	9999	9	9	0	9	9	9	9	9	9	9999	9	9	8.19999980926514	13.710000038147	16.7099990844727	7.59999990463257	0	1	0	0	0	0	0	0	0	0	93	11.75	15.9099998474121	1968.06	22350	8805.6376953125	7	81	292942	63835	6302.7	0	1	0	0	4.19999980926514	.372000008821487	280.738250732422	55.5659942626953	41.7225952148438	49.7323608398438	78.25	541.594909667969	0	280.738250732422	0	0	0	0	0	0	0	0	8.19999980926514	0	0	0	0	0	0	0	0	11.289999961853	0	0	0	0	0	0	0	0	7.59999990463257	0	0	0	0	0	0	0	0	638345	0	0	0	0	0	0	0	.090999998152256	0	0	.090999998152256	0	0	0	0	0	0	0	0	49.7323608398438	0	0	0	0	0	0	0	0	78.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9099998474121	0	0	0	0	0	0	0	0	4.666100025177	4.666100025177	1	6.55958700180054	8.74873352050781	2.76694774627686	-36.8932151794434	1.97000002861023	1	1	0	0	0	0	9	9.93832397460938	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	1	0	0	0	0	4	4.47733688354492	156.063980102539	4.15297222137451	157.248657226563	4.15562725067139	1994	0	1
144	6	California	1981	66	1	0	893.609985351563	7833.06982421875	114	0	0	1	1	1	1	0	0	24134	18024	13932	3	0	0	6	1	2	4	2	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	0	0	1	1	1	1	0	0	0	46	0	0	0	9	9	9	9	9	9	9999	9	9	6.80000019073486	13.7399997711182	17.9300003051758	7.69999980926514	0	0	1	0	0	0	0	0	0	0	95	11	19.2000007629395	1999.38	23699	8436.55859375	26	88	306317	66014	6939.5	0	1	0	0	4.19999980926514	.372000008821487	288.290649414063	76.053840637207	58.7872924804687	48.5658302307129	79.9038467407227	433.653411865234	0	0	288.290649414063	0	0	0	0	0	0	0	0	6.80000019073486	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7.69999980926514	0	0	0	0	0	0	0	0	660139	0	0	0	0	0	0	.068000003695488	0	0	0	.068000003695488	0	0	0	0	0	0	0	0	48.5658302307129	0	0	0	0	0	0	0	0	79.9038467407227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2000007629395	0	0	0	0	0	0	0	4.89206838607788	4.89206838607788	1	6.79526948928833	8.84498500823975	2.95491027832031	-28.4798259735107	1.97000002861023	1	1	1.97000002861023	0	0	0	4.82000017166138	10.0913772583008	0	1	1	0	0	0	0	95	6.80000019073486	50.0477981567383	48.5658302307129	893.609985351563	6.79526948928833	9.53964424133301	1	0	0	0	0	6	4.73619842529297	189.198608398437	4.36560249328613	157.60188293457	4.35558605194092	1995	0	1
147	6	California	1984	50	1	0	772.590026855469	6677.43994140625	162	0	0	1	1	1	1	0	0	23945	29681	17552	3	0	0	7	1	2	6	2	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	0	0	1	1	1	1	0	0	0	46	0	0	0	9	9	9	9	9	9	9999	9	9	9.69999980926514	12.9300003051758	18.4200000762939	7.69999980926514	0	0	0	1	0	0	0	0	0	0	95	14.8999996185303	21.2450008392334	2444.18	23305	10487.7919921875	48	114	395490	73475	5904.9	0	1	0	0	4.19999980926514	.372000008821487	315.910736083984	127.358932495117	75.3143081665039	50.1226997375488	48.1412811279297	542.234191894531	0	0	0	315.910736083984	0	0	0	0	0	0	0	0	9.69999980926514	0	0	0	0	0	0	0	0	14.8999996185303	0	0	0	0	0	0	0	0	7.69999980926514	0	0	0	0	0	0	0	0	734747	0	0	0	0	0	.0820000022649765	1	0	0	0	.0820000022649765	0	0	0	0	0	0	0	0	50.1226997375488	0	0	0	0	0	0	0	0	48.1412811279297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2450008392334	0	0	0	0	0	0	5.10559034347534	5.10559034347534	1	6.6497483253479	8.68353748321533	3.0561215877533	4.50976943969726	1.97000002861023	1	1	0	0	0	0	9	10.0835151672363	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	1	0	0	0	0	6	5.08759641647339	235.660995483398	4.65821266174316	197.52522277832	4.62829637527466	1996	0	1
150	6	California	1987	50	1	0	920.539978027343	6762.7900390625	231	0	0	1	1	1	1	0	0	26257	59698	27345	3	0	1	7	1	2	8	2	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	0	0	0	7	0	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	0	0	1	1	1	1	0	0	0	46	0	0	0	9	9	9	9	9	9	9999	9	9	6.69999980926514	11.1700000762939	19.2399997711182	7.69999980926514	0	0	0	0	1	0	0	0	0	0	96	12.6999998092651	23.1469993591309	4245.38	26977	15737.03515625	69	162	350377	60650	5842.3	0	1	0	0	3.90000009536743	.421999990940094	287.5634765625	221.292205810547	101.364128112793	51.1091499328613	47.407169342041	679.79052734375	0	0	0	0	287.5634765625	0	0	0	0	0	0	0	0	6.69999980926514	0	0	0	0	0	0	0	0	12.6999998092651	0	0	0	0	0	0	0	0	7.69999980926514	0	0	0	0	0	0	0	0	606498	0	0	0	0	.114000000059605	1	0	0	0	0	.114000000059605	0	0	0	0	0	0	0	0	51.1091499328613	0	0	0	0	0	0	0	0	47.407169342041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1469993591309	0	0	0	0	0	5.41085243225098	5.41085243225098	1	6.82496023178101	8.67288017272949	3.14186525344849	-14.4845962524414	1.97000002861023	1	1	0	0	0	0	9	10.175687789917	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	1	0	0	0	0	6	5.44241762161255	315.504028320313	4.84900569915771	251.190399169922	4.77704954147339	1997	0	1
153	6	California	1990	50	1	0	977.659973144531	6763.419921875	311	0	0	1	1	1	1	0	0	27639	95762	39495	3	0	1	7	1	2	9	2	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	8	999	1	0	0	0	7	0	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	0	0	1	1	1	1	0	0	0	46	0	0	0	9	9	9	9	9	9	9999	9	9	5.09999990463257	10.3299999237061	18.7999992370605	7.69999980926514	0	0	0	0	0	1	0	0	0	0	97	12.8999996185303	25.2770004272461	5686.67	28218	20152.6328125	80	231	484153	77591	5785.8	0	1	0	0	3.90000009536743	.421999990940094	320.660583496094	339.364929199219	139.963851928711	55.7714996337891	50.8592796325684	1062.77600097656	0	0	0	0	0	320.660583496094	0	0	0	0	0	0	0	0	5.09999990463257	0	0	0	0	0	0	0	0	12.8999996185303	0	0	0	0	0	0	0	0	7.69999980926514	0	0	0	0	0	0	0	0	775911	0	0	0	.138999998569488	1	0	0	0	0	0	.138999998569488	0	0	0	0	0	0	0	0	55.7714996337891	0	0	0	0	0	0	0	0	50.8592796325684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2770004272461	0	0	0	0	5.57348728179932	5.57348728179932	1	6.88516187667847	8.66316223144531	3.2298948764801	30.3871212005615	1.97000002861023	1	1	0	1.97000002861023	0	0	5.78999996185303	10.2269830703735	0	1	1	0	0	0	0	97	7.5	55.7714996337891	53.4976501464844	1045.19995117187	6.95196342468262	9.70558547973633	1	0	0	0	0	6	5.7397928237915	375.255584716797	5.08759307861328	294.657043457031	4.96359062194824	1998	0	1
156	6	California	1993	50	1	0	1119.71997070312	6679.5	368	0	0	1	1	1	1	0	0	27127	99189	43149	3	0	1	7	1	3	11	3	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	8	999	1	0	0	0	7	0	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	0	0	1	1	1	1	0	0	0	46	0	0	0	9	9	9	9	9	9	9999	9	9	9.30000019073486	10.3500003814697	18.5100002288818	7.69999980926514	0	0	0	0	0	0	1	0	0	0	97	15.8000001907349	27.1380004882813	6222.63	30909	20132.09765625	57	311	384592	102619	5559.8	0	1	0	0	3.90000009536743	.421999990940094	302.67236328125	320.906524658203	139.600112915039	52.4720001220703	48.9196510314941	742.944396972656	0	0	0	0	0	0	302.67236328125	0	0	0	0	0	0	0	0	9.30000019073486	0	0	0	0	0	0	0	0	15.8000001907349	0	0	0	0	0	0	0	0	7.69999980926514	0	0	0	0	0	0	0	0	1026193	0	0	.13400000333786	1	0	0	0	0	0	0	.13400000333786	0	0	0	0	0	0	0	0	52.4720001220703	0	0	0	0	0	0	0	0	48.9196510314941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.1380004882813	0	0	0	5.76261043548584	5.76261043548584	1	7.02083396911621	8.62331771850586	3.30093502998352	42.3406105041504	1.97000002861023	1	1	0	0	0	0	9	10.2082843780518	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	1	0	0	0	0	7	5.90808296203613	429.832824707031	5.28351497650146	350.593109130859	5.18044757843017	1999	0	1
159	6	California	1996	50	1	1	966.010009765626	5831.08984375	446	0	0	1	1	1	1	0	0	28116	123876	46465	4	0	1	8	1	3	13	4	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	8	999	1	0	0	0	7	0	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	1	1	1	1	1	1	0	0	0	46	0	0	1	0	1	1	1	0	1	999	1	1	7.80000019073486	9.52999973297119	17.4400005340576	7.59999990463257	0	0	0	0	0	0	0	1	0	0	97	16.7000007629395	29.2159996032715	6778.06	31589	21457.025390625	78	368	440104	105818	4865.1	0	1	0	0	3.90000009536743	.421999990940094	286.441497802734	392.149169921875	147.092346191406	49.0509300231934	28.5987091064453	832.322570800781	0	0	0	0	0	0	0	286.441497802734	0	0	0	0	0	0	0	0	7.80000019073486	0	0	0	0	0	0	0	0	16.7000007629395	0	0	0	0	0	0	0	0	7.59999990463257	0	0	0	0	0	0	0	0	1058176	0	.163000002503395	1	0	0	0	0	0	0	0	.163000002503395	0	0	0	0	0	0	0	0	49.0509300231934	0	0	0	0	0	0	0	0	28.5987091064453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.2159996032715	0	0	5.81994819641113	5.81994819641113	1	6.87317419052124	8.48984241485596	3.37471652030945	77.8933486938476	1.97000002861023	1	1	0	0	0	0	9	10.2440938949585	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	1	0	0	0	0	8	6.10031890869141	486.721343994141	5.44178342819214	437.570281982422	5.38263750076294	2000	0	1
162	6	California	1999	50	1	1	703.719970703125	4342.83984375	481	0	0	1	1	1	1	0	0	30290	130976	99999	7	0	4	9	1	4	13	4	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	8	999	1	0	0	0	7	0	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	1	1	1	1	1	1	0	0	0	46	0	0	1	0	1	1	1	0	1	999	1	1	5.90000009536743	9.6899995803833	15.9200000762939	7.5	0	0	0	0	0	0	0	0	1	0	97	15.3999996185303	30.9810009002686	6398.32	32683	19576.90625	35	446	454651	102480	3639.1	0	1	0	0	3.40000009536743	.458000004291534	286.243621826172	999	999	55.6494598388672	44.0769386291504	810.353088378906	0	0	0	0	0	0	0	0	286.243621826172	0	0	0	0	0	0	0	0	5.90000009536743	0	0	0	0	0	0	0	0	15.3999996185303	0	0	0	0	0	0	0	0	7.5	0	0	0	0	0	0	0	0	1024796	.170000001788139	0	0	0	0	0	0	0	0	0	.170000001788139	0	0	0	0	0	0	0	0	55.6494598388672	0	0	0	0	0	0	0	0	44.0769386291504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9810009002686	0	5.75769758224487	5.75769758224487	1	6.55638027191162	8.19949150085449	3.43337416648865	94.8247146606445	1.96000003814697	1	1	0	0	0	0	9	10.3185729980469	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	1	0	0	0	0	12	6.17586708068848	505.448181152344	5.51267862319946	464.524688720703	5.48113489151001	2001	0	1
165	6	California	2002	50	1	1	617	3902.89990234375	452	0	0	1	1	1	1	0	0	33209	124179	99999	7	0	4	9	1	4	13	4	2	0	9	9	9	99	999	1	1	0	0	8	9999	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	1	1	0	0	8	999	1	0	0	0	7	0	1	0	1	0	2	12	0	9	9	9	9	9	0	0	2	2	0	0	36	60	16	36	16	36	0	24	2	2	2	0	1	1	1	1	1	1	0	0	0	46	0	0	1	0	1	1	1	0	1	999	1	1	5.30000019073486	9.96000003814697	15.2700004577637	6.90000009536743	0	0	0	0	0	0	0	0	0	1	96.6999969482422	12.6000003814697	33.9900016784668	7044.85	34533	20061.65234375	-29	481	531539	107805	3286	0	1	0	0	3.40000009536743	.458000004291534	275.822998046875	999	999	56.6411094665527	92.5	721.7470703125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.177000001072884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.5	56.6411094665527	275.822998046875	5.30000019073486	12.6000003814697	.177000001072884	33209	1078047	6.90000009536743	0	0	0	0	0	0	0	0	0	33.9900016784668	5.71007108688354	5.71007108688354	1	6.42486906051636	8.09742641448975	3.52606630325317	63.5524482727051	1.89999997615814	1	1	0	0	0	0	6.11000013351441	10.4105758666992	0	1	1	0	0	0	1.89999997615814	96.6999969482422	5.30000019073486	56.6411094665527	56.6411094665527	617	6.42486906051636	99	1	0	0	0	0	12	6.11368227005005	511.302734375	5.5552020072937	468.310546875	5.52739381790161	2002	0	1
168	8	Colorado	1972	999	9	9	373.600006103516	3812.69995117187	81.3000030517578	0	0	0	0	0	0	0	0	15973	1472	99999	99	99	99	99	99	99	99	99	99	9	9	9	9	99	999	9	9	9	9	99	9999	9	9	9	9	99	999	9	9	9	9	99	999	9	9	9	9	99	999	9	9	9	9	99	999	9	9	9	9	99	999	9	9	9	9	99	999	0	9	9	9	9	9	9	9	9	9	9	9	999	9999	999	999	999	999	99	99	99	99	99	0	0	0	0	9	9	9	9	9	9	9999	9	9	9	9	9	9	9	9	9	9999	9	9	3.29999995231628	13.7700004577637	13.5100002288818	3	0	0	0	0	0	0	0	0	0	0	71.6999969482422	11.4099998474121	11.5	77.99	2304	3384.98266601563	999	999	173758	29046	3439	0	1	0	0	6.90000009536743	.349000006914139	190.668395996094	63.8888893127441	999	35.6249389648438	13.9269304275513	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0390000008046627	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22754049301148	4.22754049301148	1	5.9231858253479	8.14293575286865	2.44234704971313	28.5684337615967	1.44000005722046	0	0	0	0	0	0	4.42999982833862	9.67865467071533	0	0	0	0	0	0	0	80.1999969482422	4.19999980926514	37.5887908935547	38.6132507324219	356.700012207031	5.8768949508667	9.18758296966553	0	0	0	0	0	99	4.39814615249634	48.3586769104004	4.10314178466797	999	9	1992	0	0
171	8	Colorado	1975	0	0	1	429.799987792969	6165.7998046875	80	0	0	0	0	0	0	0	0	17070	1744	1394	0	0	0	1	0	0	1	1	0	1	1	0	0	9	0	1	1	0	0	9	0	1	1	0	0	9	0	2	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	2	1	0	0	9	0	0	9	9	9	9	9	0	0	3	2	0	0	96	96	48	48	48	48	12	48	4	8	4	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	1	1	1	0	0	360	1	0	4	14.2399997711182	15.8599996566772	3.40000009536743	1	0	0	0	0	0	0	0	0	0	80.6999969482422	9.05000019073486	11	107.35	2541	4224.71484375	-1.29999995231628	81.3000030517578	203986	29673	5736	0	1	0	0	6.90000009536743	.349000006914139	268.437622070313	68.6343994140625	54.8602905273438	52.6448097229004	19.3397407531738	9999	268.437622070313	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8.89000034332275	0	0	0	0	0	0	0	0	3.40000009536743	0	0	0	0	0	0	0	0	296731	0	0	0	0	0	0	0	0	.0390000008046627	1	.0390000008046627	0	0	0	0	0	0	0	0	52.6448097229004	0	0	0	0	0	0	0	0	19.3397407531738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4.3533411026001	4.3533411026001	1	6.06332015991211	8.65451717376709	2.39789533615112	2.47045636177063	1.5	0	0	0	0	0	0	9	9.74507808685303	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	0	4.38202667236328	81.8801040649414	4.21084499359131	112.169723510742	4.29525852203369	1993	0	1
174	8	Colorado	1978	0	0	1	511.910003662109	6827.490234375	93	0	0	0	1	1	1	0	0	18743	1522	1151	3	0	2	3	0	0	1	1	0	2	1	0	0	9	0	1	1	1	0	2	120	1	1	0	0	9	0	2	1	0	0	9	0	0	9	9	9	99	999	0	9	9	9	99	999	0	9	9	9	99	999	3	1	0	0	9	0	0	9	9	9	9	9	0	0	3	2	0	0	96	96	48	48	48	48	12	48	4	8	4	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	1	1	1	0	0	600	1	0	6.19999980926514	14.6499996185303	17.8400001525879	3.40000009536743	0	1	0	0	0	0	0	0	0	0	81	10.5699996948242	10.5600004196167	134.55	2696	4990.72705078125	13	80	229419	28450	6315.6	0	1	0	0	6.59999990463257	.354000002145767	270.400604248047	56.4540061950684	42.6928787231445	44.6040382385254	56.0010490417481	223.066696166992	0	270.400604248047	0	0	0	0	0	0	0	0	6.19999980926514	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3.40000009536743	0	0	0	0	0	0	0	0	284501	0	0	0	0	0	0	0	.0390000008046627	0	0	.0390000008046627	0	0	0	0	0	0	0	0	44.6040382385254	0	0	0	0	0	0	0	0	56.0010490417481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5600004196167	0	0	0	0	0	0	0	0	4.67268800735474	4.67268800735474	1	6.23814868927002	8.75077819824219	2.35707330703735	-34.1112480163574	1.5	0	0	0	0	0	0	9	9.83857536315918	0	9	9	0	0	0	0	999	99	99	99	9999	9	99	0	0	0	0	0	3	4.53259944915771	89.8054351806641	4.37591791152954	124.793144226074	4.50051403045654	1994	0	1
177	8	Colorado	1981	60	1	0	528.590026855469	7333.47021484375	92	0	0	1	1	1	1	0	0	21934	1860	1458	7	0	2	4	0	3	7	1	1	2	1	0	0	9	0	1	1	1	0	2	144	1	1	0	0	9	0	3	1	0	0	9	0	1	1	0	0	9	0	0	9	9	9	99	999	1	1	1	0	2	48	3	1	0	0	9	0	0	9	9	9	9	9	0	0	3	2	0	0	96	96	48	48	48	48	12	48	4	8	4	0	0	0	0	9	9	9	9	9	9	9999	9	9	1	0	1	1	1	0	0	600	1	0	5.90000009536743	14.460000038147	19.7199993133545	3.5	0	0	1	0	0	0	0	0	0	0	81	8.60000038146973	11.7550001144409	156.4	2890	5411.7646484375	-1	93	245539	27095	6804.9	0	1	0	0	6.59999990463257	.354000002145767	285.536346435547	64.35986328125	50.4498252868652	38.3890991210937	40.7057685852051	219.75959777832	0	0	285.536346435547	0	0	0	0	0	0	0	0	5.90000009536743	0	0	0	0	0	0	0	0	8.60000038146973	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	270954	0	0	0	0	0	0	.0309999994933605	0	0	0	.0309999994933605	0	0	0	0	0	0	0	0	38.3890991210937	0	0	0	0	0	0	0	0	40.7057685852051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7550001144409	0	0	0	0	0	0	0	4.81136894226074	4.81136894226074	1	6.27021312713623	8.82539844512939	2.46427869796753	-49.5503311157227	1.51999998092651	0	0	1.51999998092651	0	0	0	4.55999994277954	9.99579334259033	0	1	0	0	0	0	0	81	5.90000009536743	44.6809005737305	38.3890991210937	528.590026855469	6.27021312713623	9.50315952301025	1	0	0	0	0	10	4.52178859710693	96.2484741210937	4.46997976303101	172.993530273437	4.65346622467041	1995	0	1
